event_id,official_date,official_date_all,official_date_month_candidates,date_status,date_confidence,date_source_urls,date_source_titles,date_source_types,date_notes
AIT-2025-11-004,2025-11-18,2025-11-18,,day_resolved,high,https://ai.google.dev/gemini-api/docs/changelog,Release notes,Google AI for Developers release notes,"Release notes list the first Gemini 3 series model, gemini-3-pro-preview."
AIT-2025-11-006,2025-11-20,2025-11-20,,day_resolved,high,https://ai.google.dev/gemini-api/docs/changelog,Release notes,Google AI for Developers release notes,"Release notes list Gemini 3 Pro Image Preview, the next iteration to Nano Banana."
AIT-2025-11-007,2025-11-24,2025-11-24,,day_resolved,high,https://www.anthropic.com/news/claude-opus-4-5,Introducing Claude Opus 4.5,official_news,Anthropic News page directly announces Claude Opus 4.5.
AIT-2025-11-008,2025-11-25,2025-11-25,,day_resolved,medium,https://bfl.ai/models/flux-2,FLUX.2 - Next Generation Image Generation,official model page,Official BFL model page confirms FLUX.2 but captured text does not show a date; public index and model metadata point to 2025-11-25.
AIT-2025-12-001,2025-12-02,2025-12-02; 2025-12-09,,day_resolved,high,https://mistral.ai/news/mistral-3/; https://mistral.ai/news/devstral-2-vibe-cli/,Introducing Mistral 3; Introducing: Devstral 2 and Mistral Vibe CLI.,official_blog; official_blog,"The event combines two Mistral announcements: Mistral 3 and Ministral 3 on December 2, 2025, and Devstral 2 on December 9, 2025."
AIT-2025-12-002,2025-12-11,2025-12-11; 2025-12-16,,day_resolved,medium,https://openai.com/index/introducing-gpt-5-2/; https://help.openai.com/en/articles/6825453-chatgpt-release-notes,Introducing GPT-5.2; ChatGPT Release Notes,official product/research announcement; official release notes,"Multi-model event. GPT-5.2 page is dated December 11, 2025. GPT Image 1.5 is tied to the first-party ChatGPT Images release note dated December 16, 2025; no dedicated dated blog URL was verified here."
AIT-2025-12-003,2025-12-17,2025-12-17,,day_resolved,high,https://ai.google.dev/gemini-api/docs/changelog,Release notes,Google AI for Developers release notes,Main event date from Gemini 3 Flash Preview launch; the same release notes list Gemini 2.5 Flash Native Audio Preview on 2025-12-12.
AIT-2025-12-004,2025-12-02,2025-12-02,,day_resolved,high,https://aws.amazon.com/about-aws/whats-new/2025/12/amazon-nova-2-omni-preview/,Introducing Amazon Nova 2 Omni in Preview,official what's-new post,"AWS What's New 页面 ""Posted on: Dec 2, 2025""（re:Invent）；Nova 2 系列（Omni/Pro/Sonic）同日发布。（2026-07-02 三次补漏）"
AIT-2025-12-005,2025-12-01,2025-12-01,,day_resolved,medium,https://runwayml.com/research/introducing-runway-gen-4-5,Introducing Runway Gen-4.5,official research page not retrieved,"The official Runway Gen-4.5 URL is referenced by indexed sources, but the page text was not retrieved in this run. Date comes from consistent public indexing of the official announcement."
AIT-2025-12-006,2025-12-17,2025-12-17,,day_resolved,high,https://x.ai/news/grok-voice-agent-api,Grok Voice Agent API,official technical blog,"xAI blog date used as requested. xAI docs release notes list GA on Dec 16, 2025, but the blog post date is Dec 17."
AIT-2025-12-007,2025-12-22,2025-12-22,,day_resolved,medium,https://z.ai/blog/glm-4.7,GLM-4.7,official_blog_js_rendered,"Official Z.ai blog URL and first-party Hugging Face model card were found, but static read did not expose page date. Keep as medium confidence."
AIT-2025-12-008,,,,unresolved,low,,,no_official_source_found,No official Alibaba/Qwen technical blog or first-party announcement was found for exact names Z-Image-Turbo or Qwen-Image-2512. Z-Image naming may require vendor verification. | 2026-07-02 三次补漏：Tongyi-MAI/Z-Image-Turbo 官方 HF 仓库 createdAt 为 2025-11-25，早于 ATL 12 月，组件身份需复核；Qwen-Image-2512 未在 HF 检索到。维持 unresolved。
AIT-2025-12-009,2025-12-20,2025-12-20,,day_resolved,medium,https://huggingface.co/MiniMaxAI/MiniMax-M2.1,MiniMaxAI/MiniMax-M2.1 (Hugging Face),first-party model repo (createdAt),MiniMax 官方 HF 仓库 createdAt 2025-12-20T05:45Z。未找到一方博客，公告可能早数日，故 medium。（2026-07-02 三次补漏）
AIT-2026-01-003,2026-01-27,2026-01-27,,day_resolved,high,https://www.kimi.com/en/blog/kimi-k2-5,Kimi K2.5: Visual Agentic Intelligence,official_research_page,Official Kimi page and research index carry the 2026/01/27 release.
AIT-2026-01-004,2026-01-28,2026-01-28,,day_resolved,medium,https://x.ai/news/grok-imagine-api,Grok Imagine API,official technical blog,Official xAI blog announces Grok Imagine API as unified video generation bundle; event name is Imagine Video.
AIT-2026-02-001,2026-02-05,2026-02-05; 2026-02-17,,day_resolved,high,https://www.anthropic.com/news/claude-opus-4-6; https://www.anthropic.com/news/claude-sonnet-4-6,Introducing Claude Opus 4.6; Introducing Claude Sonnet 4.6,official_news; official_product,This combined event maps to two first-party pages with different dates; event-level timestamping should later choose a rule or split the event.
AIT-2026-02-002,2026-02-05,2026-02-05,,day_resolved,high,https://openai.com/index/introducing-gpt-5-3-codex/,Introducing GPT-5.3-Codex,official product/research announcement,"OpenAI page is dated February 5, 2026 and introduces GPT-5.3-Codex."
AIT-2026-02-003,,,,unresolved,low,https://deepmind.google/models/gemini/deep-think/,Gemini 3.1 Deep Think,Google DeepMind model page,"Official model page shows Feb 2026 benchmark labeling but no dated first-party blog or technical announcement was found; official date left blank. | 2026-07-02 三次补漏：blog.google/products/gemini/gemini-3-deep-think（""Gemini 3 Deep Think is now available""）发布于 2025-12-04，为 Deep Think 初版发布；ATL 2026-02 事件疑指后续更新（AA 页面 Feb 2026 benchmark 标注），事件身份待复核，不能直接沿用 12-04。"
AIT-2026-02-004,,,2026-02,month_only,medium,https://arxiv.org/abs/2604.14148,Seedance 2.0: Advancing Video Generation for World Complexity,first-party technical report,ByteDance Seed product page was retrieved but has no visible date. The first-party technical report says Seedance 2.0 was officially released in China in early February 2026 but gives no day.
AIT-2026-02-005,2026-02-11,2026-02-11,,day_resolved,medium,https://z.ai/blog/glm-5,GLM-5: From Vibe Coding to Agentic Engineering,official_blog_js_rendered,"Official Z.ai blog URL and first-party Hugging Face model card were found, but static read did not expose page date. Keep as medium confidence."
AIT-2026-02-006,2026-03-10,2026-03-10,,day_resolved,low,https://docs.x.ai/developers/release-notes,Release Notes,official docs release notes,Official xAI docs release notes say Grok 4.20 and Grok 4.20 Multi-agent are live on Mar 10. This differs from ATL February month. | 2026-07-02 复核：ATL 月份（2026-02）、官方 release notes（2026-03-10）、AA 快照（2026-04-07）三者互不一致，事件身份存疑；置信度降为 low，建议日度分析前人工复核或剔除。
AIT-2026-02-008,2026-02-26,2026-02-26,,day_resolved,high,https://ai.google.dev/gemini-api/docs/changelog,Release notes,Google AI for Developers release notes,Release notes list Nano Banana 2 / Gemini 3.1 Flash Image Preview.
AIT-2026-03-002,2026-03-05,2026-03-05; 2026-03-17,,day_resolved,medium,https://help.openai.com/en/articles/6825453-chatgpt-release-notes; https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,ChatGPT Release Notes; Introducing GPT-5.4 mini and nano,official release notes; official product announcement,"Multi-model event. GPT-5.4 flagship date is from first-party release notes. GPT-5.4 mini and nano page is dated March 17, 2026."
AIT-2026-03-003,2026-03-16,2026-03-16,,day_resolved,high,https://docs.mistral.ai/models/model-cards/mistral-small-4-0-26-03,Mistral Small 4 - Mistral AI,official_model_card,"Official Mistral model card states March 16, 2026 for Mistral Small 4. I did not find a separate Mistral news post during this pass."
AIT-2026-03-004,2026-03-26,2026-03-26,,day_resolved,high,https://suno.com/blog/v5-5,Suno v5.5: More Expressive. More You.,official product blog,"Suno blog and release notes list v5.5 launch on Mar 26, 2026."
