name_exact_status,time_match_status,strict_status,strict_reason,entity_id,event_id,ai_model_name,ai_year_month,ai_year,ai_month,aa_name,aa_creator,aa_modality,aa_release_date,aa_url,canonical_name,exact_name_candidate_count,same_month_candidate_count,same_month_candidates,all_exact_name_candidates,event_text
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-08-006-E02,AIT-2024-08-006,Gemini 1.5 Pro,2024-08,2024,August,Gemini 1.5 Pro (May '24),Google,language,2024-05-15,https://artificialanalysis.ai/models/gemini-1-5-pro-may-2024,gemini15pro,2,0,,Gemini 1.5 Pro (Sep '24) | 2024-09-24 | Google | language; Gemini 1.5 Pro (May '24) | 2024-05-15 | Google | language,"Google has introduced three new experimental AI models: Gemini 1.5 Flash8B , Gemini 1.5 Pro Enhanced, and Gemini 1.5 Flash Updated."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-08-006-E03,AIT-2024-08-006,Gemini 1.5 Flash,2024-08,2024,August,Gemini 1.5 Flash (May '24),Google,language,2024-05-14,https://artificialanalysis.ai/models/gemini-1-5-flash-may-2024,gemini15flash,2,0,,Gemini 1.5 Flash (Sep '24) | 2024-09-24 | Google | language; Gemini 1.5 Flash (May '24) | 2024-05-14 | Google | language,"Google has introduced three new experimental AI models: Gemini 1.5 Flash8B , Gemini 1.5 Pro Enhanced, and Gemini 1.5 Flash Updated."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-08-007-E01,AIT-2024-08-007,Ideogram 2.0,2024-08,2024,August,,,,,,ideogram20,0,0,,,"Ideogram 2.0 has been released, offering image generation capabilities that surpass those of other leading models."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-08-008-E01,AIT-2024-08-008,Dream Machine 1.5,2024-08,2024,August,,,,,,dreammachine15,0,0,,,Luma has unveiled the Dream Machine 1.5 model for video creation.
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-09-001-E01,AIT-2024-09-001,Pixtral12B,2024-09,2024,September,,,,,,pixtral12b,0,0,,,"The French AI company Mistral has introduced Pixtral12B , its first multimodal model capable of processing both images and text."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-09-002-E01,AIT-2024-09-002,o1 preview,2024-09,2024,September,o1-preview,OpenAI,language,2024-09-12,https://artificialanalysis.ai/models/o1-preview,o1preview,1,1,o1-preview | 2024-09-12 | OpenAI | language,o1-preview | 2024-09-12 | OpenAI | language,"OPENAI has released two nextgeneration AI models to its subscribers: o1 preview and o1 mini . These models show a significant improvement in performance, particularly in tasks requiring reasoning, including coding, mathematics, GPQA, and more."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-09-002-E02,AIT-2024-09-002,o1 mini,2024-09,2024,September,o1-mini,OpenAI,language,2024-09-12,https://artificialanalysis.ai/models/o1-mini,o1mini,1,1,o1-mini | 2024-09-12 | OpenAI | language,o1-mini | 2024-09-12 | OpenAI | language,"OPENAI has released two nextgeneration AI models to its subscribers: o1 preview and o1 mini . These models show a significant improvement in performance, particularly in tasks requiring reasoning, including coding, mathematics, GPQA, and more."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-09-003-E01,AIT-2024-09-003,Qwen 2.5,2024-09,2024,September,,,,,,qwen25,0,0,,,"Chinese company Alibaba releases the Qwen 2.5 model in various sizes, ranging from 0.5B to 72B. The models demonstrate capabilities comparable to much larger models."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-09-004-E01,AIT-2024-09-004,KLING 1.5,2024-09,2024,September,,,,,,kling15,0,0,,,The video generation model KLING 1.5 has been released.
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-09-006-E02,AIT-2024-09-006,Llama 3.2,2024-09,2024,September,,,,,,llama32,0,0,,,"Meta releases Llama 3.2 in sizes 1B, 3B, 11B and 90B, featuring image recognition capabilities for the first time."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-09-007-E02,AIT-2024-09-007,Gemini Pro 1.5 002,2024-09,2024,September,,,,,,geminipro15002,0,0,,,"Google has rolled out new model updates ready for deployment, Gemini Pro 1.5 002 and Gemini Flash 1.5 002 , showcasing significantly improved longcontext processing."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-09-007-E03,AIT-2024-09-007,Gemini Flash 1.5 002,2024-09,2024,September,,,,,,geminiflash15002,0,0,,,"Google has rolled out new model updates ready for deployment, Gemini Pro 1.5 002 and Gemini Flash 1.5 002 , showcasing significantly improved longcontext processing."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-09-008-E02,AIT-2024-09-008,Moshi,2024-09,2024,September,Moshi,Kyutai,speech-to-speech,,https://artificialanalysis.ai/models/moshi,moshi,1,0,,Moshi | no_date | Kyutai | speech-to-speech,"Kyutai releases two opensource versions of its voicetovoice model, Moshi ."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-09-010-E01,AIT-2024-09-010,Mistral Small,2024-09,2024,September,Mistral Small (Sep '24),Mistral,language,2024-09-17,https://artificialanalysis.ai/models/mistral-small,mistralsmall,2,1,Mistral Small (Sep '24) | 2024-09-17 | Mistral | language,Mistral Small (Sep '24) | 2024-09-17 | Mistral | language; Mistral Small (Feb '24) | 2024-02-26 | Mistral | language,Mistral AI launches a 22B model named Mistral Small .
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-10-001-E01,AIT-2024-10-001,Flux 1.1 Pro,2024-10,2024,October,FLUX1.1 [pro],Black Forest Labs,text-to-image,2024-10,https://artificialanalysis.ai/models/flux1-1-pro,flux11pro,1,1,FLUX1.1 [pro] | 2024-10 | Black Forest Labs | text-to-image,FLUX1.1 [pro] | 2024-10 | Black Forest Labs | text-to-image,"Flux 1.1 Pro is released, showcasing advanced capabilities for image creation."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-002-E01,AIT-2024-10-002,Movie Gen,2024-10,2024,October,,,,,,moviegen,0,0,,,"Meta unveils Movie Gen , a new AI model that generates videos, images, and audio from text input."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-003-E01,AIT-2024-10-003,Video Model 1.5,2024-10,2024,October,,,,,,video15,0,0,,,"Pika introduces Video Model 1.5 along with ""Pika Effects."""
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-004-E01,AIT-2024-10-004,Firefly Video,2024-10,2024,October,,,,,,fireflyvideo,0,0,,,"Adobe announces its video creation model, Firefly Video ."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-005-E01,AIT-2024-10-005,Aria,2024-10,2024,October,,,,,,aria,0,0,,,"Startup Rhymes AI releases Aria , an opensource, multimodal model exhibiting capabilities similar to comparably sized proprietary models."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-006-E01,AIT-2024-10-006,Meta Spirit LM,2024-10,2024,October,,,,,,metaspiritlm,0,0,,,Meta releases an opensource speechtospeech language model named Meta Spirit LM .
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-007-E01,AIT-2024-10-007,Ministral,2024-10,2024,October,,,,,,ministral,0,0,,,"Mistral AI introduces Ministral , a new model available in 3B and 8B parameter sizes."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-008-E01,AIT-2024-10-008,Janus AI,2024-10,2024,October,,,,,,janusai,0,0,,,"Janus AI , a multimodal language model capable of recognizing and generating both text and images, is released as open source by DeepSeekAI."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-009-E01,AIT-2024-10-009,Fluid,2024-10,2024,October,,,,,,fluid,0,0,,,"Google DeepMind and MIT unveil Fluid , a texttoimage generation model with industryleading performance at a scale of 10.5B parameters."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-010-E01,AIT-2024-10-010,Stable Diffusion 3.5,2024-10,2024,October,,,,,,stablediffusion35,0,0,,,Stable Diffusion 3.5 is released in three sizes as open source.
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-10-011-E01,AIT-2024-10-011,Claude 3.5 Sonnet New,2024-10,2024,October,,,,,,claude35sonnetnew,0,0,,,"Anthropic launches Claude 3.5 Sonnet New , demonstrating significant advancements in specific areas over its previous version, and announces Claude 3.5 Haiku ."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-10-011-E02,AIT-2024-10-011,Claude 3.5 Haiku,2024-10,2024,October,Claude 3.5 Haiku,Anthropic,language,2024-10-22,https://artificialanalysis.ai/models/claude-3-5-haiku,claude35haiku,1,1,Claude 3.5 Haiku | 2024-10-22 | Anthropic | language,Claude 3.5 Haiku | 2024-10-22 | Anthropic | language,"Anthropic launches Claude 3.5 Sonnet New , demonstrating significant advancements in specific areas over its previous version, and announces Claude 3.5 Haiku ."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-10-013-E01,AIT-2024-10-013,Recraft v3,2024-10,2024,October,Recraft V3,Recraft,text-to-image,2024-10,https://artificialanalysis.ai/models/recraft-v3,recraftv3,1,1,Recraft V3 | 2024-10 | Recraft | text-to-image,Recraft V3 | 2024-10 | Recraft | text-to-image,"The texttoimage model Recraft v3 has been released to the public, ranking first in benchmarks compared to similar models."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-11-001-E01,AIT-2024-11-001,QwQ 32B Preview,2024-11,2024,November,QwQ 32B-Preview,Alibaba,language,2024-11-27,https://artificialanalysis.ai/models/QwQ-32B-Preview,qwq32bpreview,1,1,QwQ 32B-Preview | 2024-11-27 | Alibaba | language,QwQ 32B-Preview | 2024-11-27 | Alibaba | language,"Alibaba released its new model, QwQ 32B Preview , which integrates reasoning capabilities before responding. The model competes with, and sometimes surpasses, OpenAI's o1-preview model."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-11-002-E01,AIT-2024-11-002,Qwen2.5 Coder 32B,2024-11,2024,November,,,,,,qwen25coder32b,0,0,,,"Alibaba opensourced the model Qwen2.5 Coder 32B , which offers comparable capabilities to leading proprietary language models in the coding domain."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-11-003-E01,AIT-2024-11-003,DeepSeek-R1-Lite-Preview,2024-11,2024,November,,,,,,deepseekr1litepreview,0,0,,,"DeepSeek unveiled its new AI model, DeepSeek-R1-Lite-Preview , which incorporates reasoning capabilities and delivers impressive performance on the AIME and MATH benchmarks, matching the level of OpenAI's o1-preview."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-11-004-E02,AIT-2024-11-004,v4,2024-11,2024,November,,,,,,v4,0,0,,,"Suno upgraded its AIpowered music generator to v4 , introducing new features and performance improvements."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-11-005-E01,AIT-2024-11-005,Pixtral Large,2024-11,2024,November,Pixtral Large,Mistral,language,2024-11-18,https://artificialanalysis.ai/models/pixtral-large-2411,pixtrallarge,1,1,Pixtral Large | 2024-11-18 | Mistral | language,Pixtral Large | 2024-11-18 | Mistral | language,"Mistral AI launched the Pixtral Large model, a multimodal language model excelling in image recognition and advanced performance metrics, and an update to Mistral Large, 2411."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-11-006-E01,AIT-2024-11-006,gemini-exp-1114,2024-11,2024,November,,,,,,geminiexp1114,0,0,,,"Google introduced two experimental models, gemini-exp-1114 and gemini-exp-1121 , currently leading the arena chatbot with enhanced performance."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-11-006-E02,AIT-2024-11-006,gemini-exp-1121,2024-11,2024,November,,,,,,geminiexp1121,0,0,,,"Google introduced two experimental models, gemini-exp-1114 and gemini-exp-1121 , currently leading the arena chatbot with enhanced performance."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-11-007-E01,AIT-2024-11-007,Claude 3.5 Haiku,2024-11,2024,November,Claude 3.5 Haiku,Anthropic,language,2024-10-22,https://artificialanalysis.ai/models/claude-3-5-haiku,claude35haiku,1,0,,Claude 3.5 Haiku | 2024-10-22 | Anthropic | language,Anthropic launches Claude 3.5 Haiku and Visual PDF Analysis in Claude.
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-001-E01,AIT-2024-12-001,NOVA,2024-12,2024,December,,,,,,nova,0,0,,,"Amazon introduced a new series of models called NOVA , designed for text, image, and video processing."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-002-E01,AIT-2024-12-002,SORA,2024-12,2024,December,Sora,OpenAI,image-to-video,2024-12,https://artificialanalysis.ai/models/sora,sora,2,2,Sora | 2024-12 | OpenAI | text-to-video; Sora | 2024-12 | OpenAI | image-to-video,Sora | 2024-12 | OpenAI | text-to-video; Sora | 2024-12 | OpenAI | image-to-video,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o ."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-002-E02,AIT-2024-12-002,o1,2024-12,2024,December,o1,OpenAI,language,2024-12-05,https://artificialanalysis.ai/models/o1,o1,1,1,o1 | 2024-12-05 | OpenAI | language,o1 | 2024-12-05 | OpenAI | language,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o ."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-002-E03,AIT-2024-12-002,o1 Pro,2024-12,2024,December,o1-pro,OpenAI,language,2025-03-19,https://artificialanalysis.ai/models/o1-pro,o1pro,1,0,,o1-pro | 2025-03-19 | OpenAI | language,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o ."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-002-E04,AIT-2024-12-002,GPT 4o,2024-12,2024,December,GPT-4o (May '24),OpenAI,language,2024-05-13,https://artificialanalysis.ai/models/gpt-4o-2024-05-13,gpt4o,3,0,,GPT-4o (Aug '24) | 2024-08-06 | OpenAI | language; GPT-4o (May '24) | 2024-05-13 | OpenAI | language; GPT-4o (Nov '24) | 2024-11-20 | OpenAI | language,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o ."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-003-E01,AIT-2024-12-003,Gemini-Exp-1206,2024-12,2024,December,,,,,,geminiexp1206,0,0,,,"Google unveiled the experimental model Gemini-Exp-1206 , which ranked first in the chatbot leaderboard."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-004-E01,AIT-2024-12-004,Gemini 2.0 Flash,2024-12,2024,December,Gemini 2.0 Flash (Feb '25),Google,language,2025-02-05,https://artificialanalysis.ai/models/gemini-2-0-flash,gemini20flash,1,0,,Gemini 2.0 Flash (Feb '25) | 2025-02-05 | Google | language,"Google launched Gemini 2.0 Flash in beta. This model leads benchmarks and outperforms the previous version, Gemini Pro 1.5 . Additionally, Google introduced live speech and video mode and announced built-in image generation capabilities within the model."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-004-E02,AIT-2024-12-004,Gemini Pro 1.5,2024-12,2024,December,,,,,,geminipro15,0,0,,,"Google launched Gemini 2.0 Flash in beta. This model leads benchmarks and outperforms the previous version, Gemini Pro 1.5 . Additionally, Google introduced live speech and video mode and announced built-in image generation capabilities within the model."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-005-E01,AIT-2024-12-005,Gemini-2.0-Flash-Thinking,2024-12,2024,December,,,,,,gemini20flashthinking,0,0,,,"Google revealed Gemini-2.0-Flash-Thinking , a thinking model based on Gemini 2.0 Flash , which secured second place in the chatbot leaderboard."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-005-E02,AIT-2024-12-005,Gemini 2.0 Flash,2024-12,2024,December,Gemini 2.0 Flash (Feb '25),Google,language,2025-02-05,https://artificialanalysis.ai/models/gemini-2-0-flash,gemini20flash,1,0,,Gemini 2.0 Flash (Feb '25) | 2025-02-05 | Google | language,"Google revealed Gemini-2.0-Flash-Thinking , a thinking model based on Gemini 2.0 Flash , which secured second place in the chatbot leaderboard."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-006-E01,AIT-2024-12-006,Veo 2,2024-12,2024,December,Veo 2,Google,image-to-video,2024-12,https://artificialanalysis.ai/models/veo-2,veo2,2,2,Veo 2 | 2024-12 | Google | text-to-video; Veo 2 | 2024-12 | Google | image-to-video,Veo 2 | 2024-12 | Google | text-to-video; Veo 2 | 2024-12 | Google | image-to-video,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-006-E02,AIT-2024-12-006,SORA,2024-12,2024,December,Sora,OpenAI,image-to-video,2024-12,https://artificialanalysis.ai/models/sora,sora,2,2,Sora | 2024-12 | OpenAI | text-to-video; Sora | 2024-12 | OpenAI | image-to-video,Sora | 2024-12 | OpenAI | text-to-video; Sora | 2024-12 | OpenAI | image-to-video,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-006-E03,AIT-2024-12-006,Imagen 3,2024-12,2024,December,,,,,,imagen3,0,0,,,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-007-E01,AIT-2024-12-007,Aurora,2024-12,2024,December,,,,,,aurora,0,0,,,"xAI integrated Aurora , a new model for generating high-quality and realistic images."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-008-E01,AIT-2024-12-008,Phi4,2024-12,2024,December,Phi-4,Microsoft,language,2024-12-12,https://artificialanalysis.ai/models/phi-4,phi4,1,1,Phi-4 | 2024-12-12 | Microsoft | language,Phi-4 | 2024-12-12 | Microsoft | language,"Microsoft open-sourced the Phi4 model, sized at 14B, showcasing impressive capabilities for its size."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-009-E01,AIT-2024-12-009,Llama 3.3 70B,2024-12,2024,December,,,,,,llama3370b,0,0,,,"Meta released Llama 3.3 70B , a model offering performance comparable to Llama 3.1 405B ."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-009-E02,AIT-2024-12-009,Llama 3.1 405B,2024-12,2024,December,,,,,,llama31405b,0,0,,,"Meta released Llama 3.3 70B , a model offering performance comparable to Llama 3.1 405B ."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-010-E01,AIT-2024-12-010,PaliGemma 2,2024-12,2024,December,,,,,,paligemma2,0,0,,,"Google launched a multi-modal open-source model called PaliGemma 2 , integrated with existing Gemma models."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-010-E02,AIT-2024-12-010,Gemma,2024-12,2024,December,,,,,,gemma,0,0,,,"Google launched a multi-modal open-source model called PaliGemma 2 , integrated with existing Gemma models."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-011-E01,AIT-2024-12-011,2.0,2024-12,2024,December,,,,,,20,0,0,,,"Pika Labs released 2.0 , the latest version of its AI-powered video generator."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-012-E01,AIT-2024-12-012,Apollo,2024-12,2024,December,,,,,,apollo,0,0,,,"Meta introduced Apollo , a video generation model available in three different sizes."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-013-E01,AIT-2024-12-013,Deepseek V3,2024-12,2024,December,DeepSeek V3 (Dec '24),DeepSeek,language,2024-12-26,https://artificialanalysis.ai/models/deepseek-v3,deepseekv3,1,1,DeepSeek V3 (Dec '24) | 2024-12-26 | DeepSeek | language,DeepSeek V3 (Dec '24) | 2024-12-26 | DeepSeek | language,"Deepseek open-sourced Deepseek V3 , a model with 671B parameters that surpasses closed-source SOTA models across several benchmarks."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-014-E01,AIT-2024-12-014,QVQ-72B-Preview,2024-12,2024,December,,,,,,qvq72bpreview,0,0,,,"Alibaba unveiled QVQ-72B-Preview , a cutting-edge thinking model capable of analyzing images, featuring SOTA-level performance."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-015-E01,AIT-2024-12-015,o3,2024-12,2024,December,o3,OpenAI,language,2025-04-16,https://artificialanalysis.ai/models/o3,o3,1,0,,o3 | 2025-04-16 | OpenAI | language,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-015-E04,AIT-2024-12-015,o3 Mini,2024-12,2024,December,o3-mini,OpenAI,language,2025-01-31,https://artificialanalysis.ai/models/o3-mini,o3mini,1,0,,o3-mini | 2025-01-31 | OpenAI | language,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-015-E05,AIT-2024-12-015,o1,2024-12,2024,December,o1,OpenAI,language,2024-12-05,https://artificialanalysis.ai/models/o1,o1,1,1,o1 | 2024-12-05 | OpenAI | language,o1 | 2024-12-05 | OpenAI | language,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2024-12-016-E01,AIT-2024-12-016,Kling 1.6,2024-12,2024,December,,,,,,kling16,0,0,,,"The video generation model Kling 1.6 was released, offering significant performance enhancements."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2025-01-002-E01,AIT-2025-01-002,Gemini Flash Thinking 0121,2025-01,2025,January,,,,,,geminiflashthinking0121,0,0,,,"Google introduced Gemini Flash Thinking 0121 , an enhanced reasoning model that secured the top spot in the Arena Chatbots rankings."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2025-01-003-E01,AIT-2025-01-003,R1,2025-01,2025,January,,,,,,r1,0,0,,,"DeepSeek open-sourced the reasoning models R1 and R1-Zero , which demonstrated capabilities similar to o1 across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2025-01-003-E02,AIT-2025-01-003,R1-Zero,2025-01,2025,January,,,,,,r1zero,0,0,,,"DeepSeek open-sourced the reasoning models R1 and R1-Zero , which demonstrated capabilities similar to o1 across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2025-01-003-E03,AIT-2025-01-003,o1,2025-01,2025,January,o1,OpenAI,language,2024-12-05,https://artificialanalysis.ai/models/o1,o1,1,0,,o1 | 2024-12-05 | OpenAI | language,"DeepSeek open-sourced the reasoning models R1 and R1-Zero , which demonstrated capabilities similar to o1 across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2025-01-004-E01,AIT-2025-01-004,Titans,2025-01,2025,January,,,,,,titans,0,0,,,"Google published a research paper on a new language model architecture called Titans , designed to enable models to retain both short- and long-term memory. This architecture significantly improves processing for extended context windows."
drop_no_exact_name,no_exact_name,drop_no_exact_name,no_aa_model_with_exact_normalized_name,AIT-2025-01-005-E01,AIT-2025-01-005,Janus Pro 7B,2025-01,2025,January,,,,,,januspro7b,0,0,,,"DeepSeek open-sourced a fully multimodal model, Janus Pro 7B , which supports both text and image generation."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2025-01-006-E01,AIT-2025-01-006,Qwen2.5-Max,2025-01,2025,January,Qwen2.5 Max,Alibaba,language,2025-01-28,https://artificialanalysis.ai/models/qwen-2-5-max,qwen25max,1,1,Qwen2.5 Max | 2025-01-28 | Alibaba | language,Qwen2.5 Max | 2025-01-28 | Alibaba | language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes."
