entity_id,event_id,year,month,month_num,event_order,entity_order,entity_name,entity_type,entity_classification_reason,inferred_creator,inferred_modality,event_text,is_special,source,match_level,match_score,aa_record_key,aa_name,aa_slug,aa_creator,aa_modality,aa_release_date,aa_url,top_candidates_json,needs_review
AIT-2024-11-006-E02,AIT-2024-11-006,2024,November,11,106,2,gemini-exp-1121,model,model-family or model-context clue,Google,language,"Google introduced two experimental models, gemini-exp-1114 and gemini-exp-1121 , currently leading the arena chatbot with enhanced performance.",False,AI Timeline _data/timeline.yml,low,0.6807,language:27202e5f-c82d-4710-92e9-4317877d4883,Gemini 2.5 Pro,gemini-2-5-pro,Google,language,2025-06-05,https://artificialanalysis.ai/models/gemini-2-5-pro,"[{""score"": 0.6807, ""name"": ""Gemini 2.5 Pro"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-2-5-pro""}, {""score"": 0.6807, ""name"": ""Gemini 1.5 Pro (Sep '24)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-1-5-pro""}, {""score"": 0.6807, ""name"": ""Gemini 1.5 Pro (May '24)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-1-5-pro-may-2024""}, {""score"": 0.6807, ""name"": ""Gemini 3.1 Flash TTS"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""gemini-3-1-tts""}, {""score"": 0.6807, ""name"": ""Gemini 2.5 Pro (Dec 2025)"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""gemini-2-5-pro-dec-2025""}]",True
AIT-2024-12-003-E01,AIT-2024-12-003,2024,December,12,110,1,Gemini-Exp-1206,model,model-family or model-context clue,Google,language,"Google unveiled the experimental model Gemini-Exp-1206 , which ranked first in the chatbot leaderboard.",False,AI Timeline _data/timeline.yml,low,0.6807,language:27202e5f-c82d-4710-92e9-4317877d4883,Gemini 2.5 Pro,gemini-2-5-pro,Google,language,2025-06-05,https://artificialanalysis.ai/models/gemini-2-5-pro,"[{""score"": 0.6807, ""name"": ""Gemini 2.5 Pro"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-2-5-pro""}, {""score"": 0.6807, ""name"": ""Gemini 1.5 Pro (Sep '24)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-1-5-pro""}, {""score"": 0.6807, ""name"": ""Gemini 1.5 Pro (May '24)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-1-5-pro-may-2024""}, {""score"": 0.6807, ""name"": ""Gemini 3.1 Flash TTS"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""gemini-3-1-tts""}, {""score"": 0.6807, ""name"": ""Gemini 2.5 Pro (Dec 2025)"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""gemini-2-5-pro-dec-2025""}]",True
AIT-2024-12-007-E01,AIT-2024-12-007,2024,December,12,114,1,Aurora,model,model-family or model-context clue,xAI,language,"xAI integrated Aurora , a new model for generating high-quality and realistic images.",False,AI Timeline _data/timeline.yml,low,0.6687,language:a04f5b78-f397-4fd8-a2b1-00dcab50324c,Grok Beta,grok-beta,xAI,language,2024-08-13,https://artificialanalysis.ai/models/grok-beta,"[{""score"": 0.6687, ""name"": ""Grok Beta"", ""creator"": ""xAI"", ""modality"": ""language"", ""slug"": ""grok-beta""}, {""score"": 0.66, ""name"": ""Grok-1"", ""creator"": ""xAI"", ""modality"": ""language"", ""slug"": ""grok-1""}, {""score"": 0.66, ""name"": ""Grok 4"", ""creator"": ""xAI"", ""modality"": ""language"", ""slug"": ""grok-4""}, {""score"": 0.66, ""name"": ""Grok 3"", ""creator"": ""xAI"", ""modality"": ""language"", ""slug"": ""grok-3""}, {""score"": 0.66, ""name"": ""Grok 2"", ""creator"": ""xAI"", ""modality"": ""text-to-image"", ""slug"": ""grok-2""}]",True
AIT-2024-12-012-E01,AIT-2024-12-012,2024,December,12,119,1,Apollo,model,model-family or model-context clue,Meta,text-to-video,"Meta introduced Apollo , a video generation model available in three different sizes.",False,AI Timeline _data/timeline.yml,low,0.62,language:fe11ab6c-a4dd-4c28-9fef-07da76d5ed14,Llama 65B,llama-65b,Meta,language,2023-02-24,https://artificialanalysis.ai/models/llama-65b,"[{""score"": 0.62, ""name"": ""Llama 65B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-65b""}, {""score"": 0.6117, ""name"": ""Llama 4 Scout"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-4-scout""}, {""score"": 0.5833, ""name"": ""Mistral Small (Sep '24)"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-small""}, {""score"": 0.5833, ""name"": ""Mistral Small (Feb '24)"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-small-2402""}, {""score"": 0.5761, ""name"": ""Llama 2 Chat 7B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-2-chat-7b""}]",True
AIT-2025-01-004-E01,AIT-2025-01-004,2025,January,1,127,1,Titans,model,model-family or model-context clue,Google,language,"Google published a research paper on a new language model architecture called Titans , designed to enable models to retain both short- and long-term memory. This architecture significantly improves processing for extended context windows.",True,AI Timeline _data/timeline.yml,medium,0.7743,text-to-speech:7efc9790-17f6-44a5-8b4f-897deaeb0088,Standard,standard,Google,text-to-speech,,https://artificialanalysis.ai/models/standard,"[{""score"": 0.7743, ""name"": ""Standard"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""standard""}, {""score"": 0.7523, ""name"": ""Studio"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""studio""}, {""score"": 0.7267, ""name"": ""Lyria 2"", ""creator"": ""Google"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.6754, ""name"": ""PALM-2"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""palm-2""}, {""score"": 0.6661, ""name"": ""Imagen 3 (v002)"", ""creator"": ""Google"", ""modality"": ""text-to-image"", ""slug"": ""imagen-3-v002""}]",True
AIT-2025-01-006-E05,AIT-2025-01-006,2025,January,1,129,5,Qwen2.5-1M,model,model-family or model-context clue,DeepSeek,language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes.",False,AI Timeline _data/timeline.yml,medium,0.8571,language:b9dc72c6-7bea-4936-a55a-4b0c835fc755,Qwen2.5 Max,qwen-2-5-max,Alibaba,language,2025-01-28,https://artificialanalysis.ai/models/qwen-2-5-max,"[{""score"": 0.8571, ""name"": ""Qwen2.5 Max"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen-2-5-max""}, {""score"": 0.7, ""name"": ""Qwen3.5 2B (Reasoning)"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen3-5-2b""}, {""score"": 0.7, ""name"": ""Qwen3.5 4B (Reasoning)"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen3-5-4b""}, {""score"": 0.7, ""name"": ""Qwen3.5 4B (Non-reasoning)"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen3-5-4b-non-reasoning""}, {""score"": 0.7, ""name"": ""Qwen3.5 2B (Non-reasoning)"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen3-5-2b-non-reasoning""}]",True
AIT-2025-01-006-E06,AIT-2025-01-006,2025,January,1,129,6,Qwen2.5-VL,model,model-family or model-context clue,DeepSeek,language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes.",False,AI Timeline _data/timeline.yml,medium,0.7619,language:b9dc72c6-7bea-4936-a55a-4b0c835fc755,Qwen2.5 Max,qwen-2-5-max,Alibaba,language,2025-01-28,https://artificialanalysis.ai/models/qwen-2-5-max,"[{""score"": 0.7619, ""name"": ""Qwen2.5 Max"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen-2-5-max""}, {""score"": 0.7619, ""name"": ""Qwen3 VL 4B (Reasoning)"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen3-vl-4b-reasoning""}, {""score"": 0.7619, ""name"": ""Qwen3 VL 8B (Reasoning)"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen3-vl-8b-reasoning""}, {""score"": 0.7273, ""name"": ""Qwen3 VL 32B (Reasoning)"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen3-vl-32b-reasoning""}, {""score"": 0.7, ""name"": ""Qwen3.5 2B (Reasoning)"", ""creator"": ""Alibaba"", ""modality"": ""language"", ""slug"": ""qwen3-5-2b""}]",True
AIT-2025-03-008-E01,AIT-2025-03-008,2025,March 2025,3,145,1,Conversational Speech Model (CSM),model,model-family or model-context clue,,text-to-speech,"Sesame AI unveiled its Conversational Speech Model (CSM) , enabling remarkably human-like, real-time voice interaction, incorporating emotional nuances, natural pauses, laughter, and contextual memory.",True,AI Timeline _data/timeline.yml,unmatched,0.5106,,,,,,,,"[{""score"": 0.5106, ""name"": ""Fish Speech 1.5"", ""creator"": ""Fish Audio"", ""modality"": ""text-to-speech"", ""slug"": ""fish-speech-1-5""}, {""score"": 0.5098, ""name"": ""LLM Speech, Azure"", ""creator"": ""Microsoft"", ""modality"": ""speech-to-text"", ""slug"": """"}, {""score"": 0.5081, ""name"": ""Murf Speech Gen 2"", ""creator"": ""Murf AI"", ""modality"": ""text-to-speech"", ""slug"": ""murf-speech-gen-2""}, {""score"": 0.4945, ""name"": ""Speech-02-HD"", ""creator"": ""MiniMax"", ""modality"": ""text-to-speech"", ""slug"": ""speech-02-hd""}, {""score"": 0.4889, ""name"": ""Universal, AssemblyAI"", ""creator"": ""AssemblyAI"", ""modality"": ""speech-to-text"", ""slug"": """"}]",True
AIT-2025-05-011-E01,AIT-2025-05-011,2025,May 2025,5,164,1,Gemini Diffusion,model,model-family or model-context clue,Google,language,"Google releases Gemini Diffusion , an experimental text diffusion model achieving high-speed text generation with enhanced control and creativity via noise refinement.",True,AI Timeline _data/timeline.yml,medium,0.7873,speech-to-text:122b3bfc-f895-4c9a-a7a1-1744134834fd,"Gemini 3 Flash (High), Google",,Google,speech-to-text,,,"[{""score"": 0.7873, ""name"": ""Gemini 3 Flash (High), Google"", ""creator"": ""Google"", ""modality"": ""speech-to-text"", ""slug"": """"}, {""score"": 0.7873, ""name"": ""Gemini 3 Flash (Minimal), Google"", ""creator"": ""Google"", ""modality"": ""speech-to-text"", ""slug"": """"}, {""score"": 0.7557, ""name"": ""Nano Banana (Gemini 2.5 Flash Image)"", ""creator"": ""Google"", ""modality"": ""text-to-image"", ""slug"": ""google_gemini-2-5-flash""}, {""score"": 0.7557, ""name"": ""Nano Banana (Gemini 2.5 Flash Image)"", ""creator"": ""Google"", ""modality"": ""image-editing"", ""slug"": ""google_gemini-2-5-flash""}, {""score"": 0.7557, ""name"": ""Gemini 2.5 Flash, Google"", ""creator"": ""Google"", ""modality"": ""speech-to-text"", ""slug"": """"}]",True
AIT-2025-08-003-E01,AIT-2025-08-003,2025,August 2025,8,178,1,Genie 3.0,model,model-family or model-context clue,Google,language,"Google DeepMind announced Genie 3.0 , a ""world model"" for creating interactive 3D environments from text, maintaining consistency for several minutes.",True,AI Timeline _data/timeline.yml,low,0.7267,language:d1122eff-ee85-4fdc-8a9f-23bee6590667,Gemini 3 Pro Preview (high),gemini-3-pro,Google,language,2025-11-18,https://artificialanalysis.ai/models/gemini-3-pro,"[{""score"": 0.7267, ""name"": ""Gemini 3 Pro Preview (high)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-pro""}, {""score"": 0.6964, ""name"": ""Imagen 3 (v002)"", ""creator"": ""Google"", ""modality"": ""text-to-image"", ""slug"": ""imagen-3-v002""}, {""score"": 0.6687, ""name"": ""Gemini 1.0 Pro"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-1-0-pro""}, {""score"": 0.6687, ""name"": ""Gemini 3 Flash Preview (Non-reasoning)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-flash""}, {""score"": 0.6687, ""name"": ""Gemini 3.1 Flash TTS"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""gemini-3-1-tts""}]",True
AIT-2025-10-002-E01,AIT-2025-10-002,2025,October 2025,10,194,1,Gemini model for computer control,model,model-family or model-context clue,Google,language,"Google released a Gemini model for computer control , achieving state-of-the-art (SOTA) performance in GUI automation.",False,AI Timeline _data/timeline.yml,low,0.6314,speech-to-text:48022903-152e-47ef-97be-e9c5caf99c51,"Gemini 2.5 Lite, Google",,Google,speech-to-text,,,"[{""score"": 0.6314, ""name"": ""Gemini 2.5 Lite, Google"", ""creator"": ""Google"", ""modality"": ""speech-to-text"", ""slug"": """"}, {""score"": 0.6241, ""name"": ""Gemini 3 Pro Preview (high)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-pro""}, {""score"": 0.6181, ""name"": ""Gemini 3 Pro Preview (low)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-pro-low""}, {""score"": 0.6156, ""name"": ""Gemini 2.0 Pro Experimental (Feb '25)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-2-0-pro-experimental-02-05""}, {""score"": 0.6055, ""name"": ""Gemini 2.0 Flash Lite, Google"", ""creator"": ""Google"", ""modality"": ""speech-to-text"", ""slug"": """"}]",True
AIT-2025-11-004-E01,AIT-2025-11-004,2025,November 2025,11,201,1,Gemini 3.0,model,model-family or model-context clue,Google,language,"Google debuted Gemini 3.0 , a flagship ""thinking"" model that claimed the top spot on major benchmarks.",False,AI Timeline _data/timeline.yml,medium,0.8782,language:d1122eff-ee85-4fdc-8a9f-23bee6590667,Gemini 3 Pro Preview (high),gemini-3-pro,Google,language,2025-11-18,https://artificialanalysis.ai/models/gemini-3-pro,"[{""score"": 0.8782, ""name"": ""Gemini 3 Pro Preview (high)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-pro""}, {""score"": 0.81, ""name"": ""Gemini 1.0 Pro"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-1-0-pro""}, {""score"": 0.81, ""name"": ""Gemini 3 Flash Preview (Non-reasoning)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-flash""}, {""score"": 0.81, ""name"": ""Gemini 3.1 Flash TTS"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""gemini-3-1-tts""}, {""score"": 0.7523, ""name"": ""Gemini 3.5 Flash (minimal)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-5-flash-minimal""}]",True
AIT-2025-11-010-E01,AIT-2025-11-010,2025,November 2025,11,207,1,Fara-7B,model,model-family or model-context clue,Microsoft,language,"Microsoft open-sourced Fara-7B , a small model optimized for browser agents and computer control.",False,AI Timeline _data/timeline.yml,low,0.7475,language:ee708f92-374e-4123-b900-e22d7b2afc19,Phi-4,phi-4,Microsoft,language,2024-12-12,https://artificialanalysis.ai/models/phi-4,"[{""score"": 0.7475, ""name"": ""Phi-4"", ""creator"": ""Microsoft"", ""modality"": ""language"", ""slug"": ""phi-4""}, {""score"": 0.7442, ""name"": ""MAI-Image-2"", ""creator"": ""Microsoft"", ""modality"": ""text-to-image"", ""slug"": ""smith""}, {""score"": 0.7442, ""name"": ""MAI Image 1"", ""creator"": ""Microsoft"", ""modality"": ""text-to-image"", ""slug"": ""microsoft_mai-image-1""}, {""score"": 0.7267, ""name"": ""Azure HD 2.5"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""azure-hd-2-5""}, {""score"": 0.7267, ""name"": ""Azure Neural"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""azure-neural""}]",True
AIT-2025-12-001-E02,AIT-2025-12-001,2025,December 2025,12,209,2,Mistral OCR 3,model,model-family or model-context clue,Mistral,language,"Mistral AI launches the Mistral 3 family (Large & Ministral) alongside Mistral OCR 3 and the Devstral 2 coding series, reinforcing its open-weight leadership with advanced agentic workflows and Vibe CLI integration.",False,AI Timeline _data/timeline.yml,medium,0.8457,language:4928e950-7f37-4475-b0dc-c5bad781a321,Mistral Large 3,mistral-large-3,Mistral,language,2025-12-02,https://artificialanalysis.ai/models/mistral-large-3,"[{""score"": 0.8457, ""name"": ""Mistral Large 3"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-large-3""}, {""score"": 0.8007, ""name"": ""Ministral 3 3B"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""ministral-3-3b""}, {""score"": 0.7743, ""name"": ""Mistral Large 2 (Nov '24)"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-large-2""}, {""score"": 0.7743, ""name"": ""Mistral Large 2 (Jul '24)"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-large-2407""}, {""score"": 0.7743, ""name"": ""Mistral Small 3"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-small-3""}]",True
AIT-2026-01-002-E01,AIT-2026-01-002,2026,January 2026,1,220,1,Claude Cowork,model,model-family or model-context clue,Anthropic,language,"Anthropic launches Claude Cowork , a research preview for delegating knowledge-work tasks across documents, spreadsheets, and presentations.",True,AI Timeline _data/timeline.yml,medium,0.8507,language:ddc748d0-6a9b-466b-8d6c-68417980d56d,Claude 2.0,claude-2,Anthropic,language,2023-07-11,https://artificialanalysis.ai/models/claude-2,"[{""score"": 0.8507, ""name"": ""Claude 2.0"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-2""}, {""score"": 0.8507, ""name"": ""Claude 2.1"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-21""}, {""score"": 0.8426, ""name"": ""Claude 3 Opus"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-3-opus""}, {""score"": 0.826, ""name"": ""Claude 3 Haiku"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-3-haiku""}, {""score"": 0.81, ""name"": ""Claude 3 Sonnet"", ""creator"": ""Anthropic"", ""modality"": ""language"", ""slug"": ""claude-3-sonnet""}]",True
