entity_id,event_id,year,month,month_num,event_order,entity_order,entity_name,entity_type,entity_classification_reason,inferred_creator,inferred_modality,event_text,is_special,source
AIT-2024-11-002-E01,AIT-2024-11-002,2024,November,11,102,1,Qwen2.5 Coder 32B,model,model-family or model-context clue,Alibaba,language,"Alibaba opensourced the model Qwen2.5 Coder 32B , which offers comparable capabilities to leading proprietary language models in the coding domain.",False,AI Timeline _data/timeline.yml
AIT-2024-11-003-E01,AIT-2024-11-003,2024,November,11,103,1,DeepSeek-R1-Lite-Preview,model,model-family or model-context clue,DeepSeek,language,"DeepSeek unveiled its new AI model, DeepSeek-R1-Lite-Preview , which incorporates reasoning capabilities and delivers impressive performance on the AIME and MATH benchmarks, matching the level of OpenAI's o1-preview.",False,AI Timeline _data/timeline.yml
AIT-2024-11-004-E02,AIT-2024-11-004,2024,November,11,104,2,v4,model,model-family or model-context clue,Suno,music,"Suno upgraded its AIpowered music generator to v4 , introducing new features and performance improvements.",False,AI Timeline _data/timeline.yml
AIT-2024-11-005-E01,AIT-2024-11-005,2024,November,11,105,1,Pixtral Large,model,model-family or model-context clue,Mistral,language,"Mistral AI launched the Pixtral Large model, a multimodal language model excelling in image recognition and advanced performance metrics, and an update to Mistral Large, 2411.",False,AI Timeline _data/timeline.yml
AIT-2024-11-006-E01,AIT-2024-11-006,2024,November,11,106,1,gemini-exp-1114,model,model-family or model-context clue,Google,language,"Google introduced two experimental models, gemini-exp-1114 and gemini-exp-1121 , currently leading the arena chatbot with enhanced performance.",False,AI Timeline _data/timeline.yml
AIT-2024-11-006-E02,AIT-2024-11-006,2024,November,11,106,2,gemini-exp-1121,model,model-family or model-context clue,Google,language,"Google introduced two experimental models, gemini-exp-1114 and gemini-exp-1121 , currently leading the arena chatbot with enhanced performance.",False,AI Timeline _data/timeline.yml
AIT-2024-11-007-E01,AIT-2024-11-007,2024,November,11,107,1,Claude 3.5 Haiku,model,model-family or model-context clue,Anthropic,language,Anthropic launches Claude 3.5 Haiku and Visual PDF Analysis in Claude.,False,AI Timeline _data/timeline.yml
AIT-2024-12-001-E01,AIT-2024-12-001,2024,December,12,108,1,NOVA,model,model-family or model-context clue,Amazon,text-to-video,"Amazon introduced a new series of models called NOVA , designed for text, image, and video processing.",False,AI Timeline _data/timeline.yml
AIT-2024-12-002-E01,AIT-2024-12-002,2024,December,12,109,1,SORA,model,model-family or model-context clue,OpenAI,text-to-video,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o .",True,AI Timeline _data/timeline.yml
AIT-2024-12-002-E02,AIT-2024-12-002,2024,December,12,109,2,o1,model,model-family or model-context clue,OpenAI,text-to-video,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o .",True,AI Timeline _data/timeline.yml
AIT-2024-12-002-E03,AIT-2024-12-002,2024,December,12,109,3,o1 Pro,model,model-family or model-context clue,OpenAI,text-to-video,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o .",True,AI Timeline _data/timeline.yml
AIT-2024-12-002-E04,AIT-2024-12-002,2024,December,12,109,4,GPT 4o,model,model-family or model-context clue,OpenAI,text-to-video,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o .",True,AI Timeline _data/timeline.yml
AIT-2024-12-003-E01,AIT-2024-12-003,2024,December,12,110,1,Gemini-Exp-1206,model,model-family or model-context clue,Google,language,"Google unveiled the experimental model Gemini-Exp-1206 , which ranked first in the chatbot leaderboard.",False,AI Timeline _data/timeline.yml
AIT-2024-12-004-E01,AIT-2024-12-004,2024,December,12,111,1,Gemini 2.0 Flash,model,model-family or model-context clue,Google,text-to-image,"Google launched Gemini 2.0 Flash in beta. This model leads benchmarks and outperforms the previous version, Gemini Pro 1.5 . Additionally, Google introduced live speech and video mode and announced built-in image generation capabilities within the model.",True,AI Timeline _data/timeline.yml
AIT-2024-12-004-E02,AIT-2024-12-004,2024,December,12,111,2,Gemini Pro 1.5,model,model-family or model-context clue,Google,text-to-image,"Google launched Gemini 2.0 Flash in beta. This model leads benchmarks and outperforms the previous version, Gemini Pro 1.5 . Additionally, Google introduced live speech and video mode and announced built-in image generation capabilities within the model.",True,AI Timeline _data/timeline.yml
AIT-2024-12-005-E01,AIT-2024-12-005,2024,December,12,112,1,Gemini-2.0-Flash-Thinking,model,model-family or model-context clue,Google,language,"Google revealed Gemini-2.0-Flash-Thinking , a thinking model based on Gemini 2.0 Flash , which secured second place in the chatbot leaderboard.",True,AI Timeline _data/timeline.yml
AIT-2024-12-005-E02,AIT-2024-12-005,2024,December,12,112,2,Gemini 2.0 Flash,model,model-family or model-context clue,Google,language,"Google revealed Gemini-2.0-Flash-Thinking , a thinking model based on Gemini 2.0 Flash , which secured second place in the chatbot leaderboard.",True,AI Timeline _data/timeline.yml
AIT-2024-12-006-E01,AIT-2024-12-006,2024,December,12,113,1,Veo 2,model,model-family or model-context clue,Google,text-to-image,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism.",True,AI Timeline _data/timeline.yml
AIT-2024-12-006-E02,AIT-2024-12-006,2024,December,12,113,2,SORA,model,model-family or model-context clue,Google,text-to-image,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism.",True,AI Timeline _data/timeline.yml
AIT-2024-12-006-E03,AIT-2024-12-006,2024,December,12,113,3,Imagen 3,model,model-family or model-context clue,Google,text-to-image,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism.",True,AI Timeline _data/timeline.yml
AIT-2024-12-007-E01,AIT-2024-12-007,2024,December,12,114,1,Aurora,model,model-family or model-context clue,xAI,language,"xAI integrated Aurora , a new model for generating high-quality and realistic images.",False,AI Timeline _data/timeline.yml
AIT-2024-12-008-E01,AIT-2024-12-008,2024,December,12,115,1,Phi4,model,model-family or model-context clue,Microsoft,language,"Microsoft open-sourced the Phi4 model, sized at 14B, showcasing impressive capabilities for its size.",False,AI Timeline _data/timeline.yml
AIT-2024-12-009-E01,AIT-2024-12-009,2024,December,12,116,1,Llama 3.3 70B,model,model-family or model-context clue,Meta,language,"Meta released Llama 3.3 70B , a model offering performance comparable to Llama 3.1 405B .",False,AI Timeline _data/timeline.yml
AIT-2024-12-009-E02,AIT-2024-12-009,2024,December,12,116,2,Llama 3.1 405B,model,model-family or model-context clue,Meta,language,"Meta released Llama 3.3 70B , a model offering performance comparable to Llama 3.1 405B .",False,AI Timeline _data/timeline.yml
AIT-2024-12-010-E01,AIT-2024-12-010,2024,December,12,117,1,PaliGemma 2,model,model-family or model-context clue,Google,language,"Google launched a multi-modal open-source model called PaliGemma 2 , integrated with existing Gemma models.",False,AI Timeline _data/timeline.yml
AIT-2024-12-010-E02,AIT-2024-12-010,2024,December,12,117,2,Gemma,model,model-family or model-context clue,Google,language,"Google launched a multi-modal open-source model called PaliGemma 2 , integrated with existing Gemma models.",False,AI Timeline _data/timeline.yml
AIT-2024-12-011-E01,AIT-2024-12-011,2024,December,12,118,1,2.0,model,model-family or model-context clue,Pika,text-to-video,"Pika Labs released 2.0 , the latest version of its AI-powered video generator.",False,AI Timeline _data/timeline.yml
AIT-2024-12-012-E01,AIT-2024-12-012,2024,December,12,119,1,Apollo,model,model-family or model-context clue,Meta,text-to-video,"Meta introduced Apollo , a video generation model available in three different sizes.",False,AI Timeline _data/timeline.yml
AIT-2024-12-013-E01,AIT-2024-12-013,2024,December,12,120,1,Deepseek V3,model,model-family or model-context clue,DeepSeek,language,"Deepseek open-sourced Deepseek V3 , a model with 671B parameters that surpasses closed-source SOTA models across several benchmarks.",True,AI Timeline _data/timeline.yml
AIT-2024-12-014-E01,AIT-2024-12-014,2024,December,12,121,1,QVQ-72B-Preview,model,model-family or model-context clue,Alibaba,language,"Alibaba unveiled QVQ-72B-Preview , a cutting-edge thinking model capable of analyzing images, featuring SOTA-level performance.",True,AI Timeline _data/timeline.yml
AIT-2024-12-015-E01,AIT-2024-12-015,2024,December,12,122,1,o3,model,model-family or model-context clue,OpenAI,language,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency.",True,AI Timeline _data/timeline.yml
AIT-2024-12-015-E04,AIT-2024-12-015,2024,December,12,122,4,o3 Mini,model,model-family or model-context clue,OpenAI,language,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency.",True,AI Timeline _data/timeline.yml
AIT-2024-12-015-E05,AIT-2024-12-015,2024,December,12,122,5,o1,model,model-family or model-context clue,OpenAI,language,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency.",True,AI Timeline _data/timeline.yml
AIT-2024-12-016-E01,AIT-2024-12-016,2024,December,12,123,1,Kling 1.6,model,model-family or model-context clue,Kling,text-to-video,"The video generation model Kling 1.6 was released, offering significant performance enhancements.",False,AI Timeline _data/timeline.yml
AIT-2025-01-002-E01,AIT-2025-01-002,2025,January,1,125,1,Gemini Flash Thinking 0121,model,model-family or model-context clue,Google,language,"Google introduced Gemini Flash Thinking 0121 , an enhanced reasoning model that secured the top spot in the Arena Chatbots rankings.",False,AI Timeline _data/timeline.yml
AIT-2025-01-003-E01,AIT-2025-01-003,2025,January,1,126,1,R1,model,model-family or model-context clue,DeepSeek,language,"DeepSeek open-sourced the reasoning models R1 and R1-Zero , which demonstrated capabilities similar to o1 across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size.",True,AI Timeline _data/timeline.yml
AIT-2025-01-003-E02,AIT-2025-01-003,2025,January,1,126,2,R1-Zero,model,model-family or model-context clue,DeepSeek,language,"DeepSeek open-sourced the reasoning models R1 and R1-Zero , which demonstrated capabilities similar to o1 across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size.",True,AI Timeline _data/timeline.yml
AIT-2025-01-003-E03,AIT-2025-01-003,2025,January,1,126,3,o1,model,model-family or model-context clue,DeepSeek,language,"DeepSeek open-sourced the reasoning models R1 and R1-Zero , which demonstrated capabilities similar to o1 across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size.",True,AI Timeline _data/timeline.yml
AIT-2025-01-004-E01,AIT-2025-01-004,2025,January,1,127,1,Titans,model,model-family or model-context clue,Google,language,"Google published a research paper on a new language model architecture called Titans , designed to enable models to retain both short- and long-term memory. This architecture significantly improves processing for extended context windows.",True,AI Timeline _data/timeline.yml
AIT-2025-01-005-E01,AIT-2025-01-005,2025,January,1,128,1,Janus Pro 7B,model,model-family or model-context clue,DeepSeek,text-to-image,"DeepSeek open-sourced a fully multimodal model, Janus Pro 7B , which supports both text and image generation.",False,AI Timeline _data/timeline.yml
AIT-2025-01-006-E01,AIT-2025-01-006,2025,January,1,129,1,Qwen2.5-Max,model,model-family or model-context clue,DeepSeek,language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes.",False,AI Timeline _data/timeline.yml
AIT-2025-01-006-E02,AIT-2025-01-006,2025,January,1,129,2,DeepSeek-V3,model,model-family or model-context clue,DeepSeek,language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes.",False,AI Timeline _data/timeline.yml
AIT-2025-01-006-E03,AIT-2025-01-006,2025,January,1,129,3,GPT-4o,model,model-family or model-context clue,DeepSeek,language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes.",False,AI Timeline _data/timeline.yml
AIT-2025-01-006-E04,AIT-2025-01-006,2025,January,1,129,4,Claude 3.5,model,model-family or model-context clue,DeepSeek,language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes.",False,AI Timeline _data/timeline.yml
AIT-2025-01-006-E05,AIT-2025-01-006,2025,January,1,129,5,Qwen2.5-1M,model,model-family or model-context clue,DeepSeek,language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes.",False,AI Timeline _data/timeline.yml
AIT-2025-01-006-E06,AIT-2025-01-006,2025,January,1,129,6,Qwen2.5-VL,model,model-family or model-context clue,DeepSeek,language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes.",False,AI Timeline _data/timeline.yml
AIT-2025-01-007-E01,AIT-2025-01-007,2025,January,1,130,1,o3 mini,model,model-family or model-context clue,OpenAI,language,"OpenAI made the o3 mini reasoning model available to all users, including the free tier, featuring three reasoning levels. The model matches or comes close to o1 in several benchmarks, significantly surpasses it in coding, and remains significantly faster and more cost-efficient.",True,AI Timeline _data/timeline.yml
AIT-2025-02-001-E01,AIT-2025-02-001,2025,February 2025,2,131,1,Grok 3,model,model-family or model-context clue,xAI,language,"xAI launches Grok 3 , Grok 3 Reasoning and Grok 3 mini , next-generation AI models trained with 10 times the computing power of Grok 2, significantly improving SOTA performance. They include ""Think"" and ""Big Brain"" modes for advanced reasoning, as well as DeepSearch for autonomous web searches.",True,AI Timeline _data/timeline.yml
AIT-2025-02-001-E02,AIT-2025-02-001,2025,February 2025,2,131,2,Grok 3 Reasoning,model,model-family or model-context clue,xAI,language,"xAI launches Grok 3 , Grok 3 Reasoning and Grok 3 mini , next-generation AI models trained with 10 times the computing power of Grok 2, significantly improving SOTA performance. They include ""Think"" and ""Big Brain"" modes for advanced reasoning, as well as DeepSearch for autonomous web searches.",True,AI Timeline _data/timeline.yml
AIT-2025-02-001-E03,AIT-2025-02-001,2025,February 2025,2,131,3,Grok 3 mini,model,model-family or model-context clue,xAI,language,"xAI launches Grok 3 , Grok 3 Reasoning and Grok 3 mini , next-generation AI models trained with 10 times the computing power of Grok 2, significantly improving SOTA performance. They include ""Think"" and ""Big Brain"" modes for advanced reasoning, as well as DeepSearch for autonomous web searches.",True,AI Timeline _data/timeline.yml
AIT-2025-02-002-E01,AIT-2025-02-002,2025,February 2025,2,132,1,Claude 3.7,model,model-family or model-context clue,Anthropic,language,"Anthropic introduces Claude 3.7 and Claude 3.7 Thinking , a new model with enhanced coding performance, support for ""Extended Thinking"" mode, and the ability to analyze reasoning processes.",True,AI Timeline _data/timeline.yml
AIT-2025-02-002-E02,AIT-2025-02-002,2025,February 2025,2,132,2,Claude 3.7 Thinking,model,model-family or model-context clue,Anthropic,language,"Anthropic introduces Claude 3.7 and Claude 3.7 Thinking , a new model with enhanced coding performance, support for ""Extended Thinking"" mode, and the ability to analyze reasoning processes.",True,AI Timeline _data/timeline.yml
AIT-2025-02-004-E01,AIT-2025-02-004,2025,February 2025,2,134,1,Gemini 2.0 Flash,model,model-family or model-context clue,Google,language,"Google releases Gemini 2.0 Flash , Gemini 2.0 Flash-Lite Preview , and Gemini 2.0 Pro Experimental .",False,AI Timeline _data/timeline.yml
AIT-2025-02-004-E02,AIT-2025-02-004,2025,February 2025,2,134,2,Gemini 2.0 Flash-Lite Preview,model,model-family or model-context clue,Google,language,"Google releases Gemini 2.0 Flash , Gemini 2.0 Flash-Lite Preview , and Gemini 2.0 Pro Experimental .",False,AI Timeline _data/timeline.yml
AIT-2025-02-004-E03,AIT-2025-02-004,2025,February 2025,2,134,3,Gemini 2.0 Pro Experimental,model,model-family or model-context clue,Google,language,"Google releases Gemini 2.0 Flash , Gemini 2.0 Flash-Lite Preview , and Gemini 2.0 Pro Experimental .",False,AI Timeline _data/timeline.yml
AIT-2025-02-005-E01,AIT-2025-02-005,2025,February 2025,2,135,1,QwQ-Max,model,model-family or model-context clue,Alibaba,language,"Alibaba launches QwQ-Max – a reasoning model based on Qwen2.5-Max, offering improved analytical and logical capabilities.",False,AI Timeline _data/timeline.yml
AIT-2025-02-006-E01,AIT-2025-02-006,2025,February 2025,2,136,1,Phi4-mini,model,model-family or model-context clue,Microsoft,language,"Microsoft presents Phi4-mini and Phi4 Multimodal , lightweight models (3.8B and 5.6B) with enhanced performance, including support for multimodal inputs.",False,AI Timeline _data/timeline.yml
AIT-2025-02-006-E02,AIT-2025-02-006,2025,February 2025,2,136,2,Phi4 Multimodal,model,model-family or model-context clue,Microsoft,language,"Microsoft presents Phi4-mini and Phi4 Multimodal , lightweight models (3.8B and 5.6B) with enhanced performance, including support for multimodal inputs.",False,AI Timeline _data/timeline.yml
AIT-2025-02-007-E01,AIT-2025-02-007,2025,February 2025,2,137,1,GPT-4.5,model,model-family or model-context clue,OpenAI,language,"OpenAI releases GPT-4.5 , featuring advanced pattern recognition and significantly reduced hallucinations, improving accuracy and reliability.",True,AI Timeline _data/timeline.yml
AIT-2025-03-001-E01,AIT-2025-03-001,2025,March 2025,3,138,1,Gemini 2.5 Pro,model,model-family or model-context clue,Google,language,"Google introduced Gemini 2.5 Pro , an experimental ""Thinking model"" with advanced reasoning and planning capabilities, a 1 million token context window, achieving top rankings across several key benchmarks.",True,AI Timeline _data/timeline.yml
AIT-2025-03-003-E01,AIT-2025-03-003,2025,March 2025,3,140,1,GPT-4o Image Generation,model,model-family or model-context clue,OpenAI,text-to-image,"OpenAI integrated GPT-4o Image Generation , enabling high-fidelity text-to-image creation, text rendering within images, and more.",True,AI Timeline _data/timeline.yml
AIT-2025-03-004-E01,AIT-2025-03-004,2025,March 2025,3,141,1,Gemini 2.0 Flash Experimental,model,model-family or model-context clue,Google,text-to-image,"Google expanded experimental image generation and editing within Gemini 2.0 Flash Experimental , enabling image generation and editing, including enhanced text creation capabilities.",True,AI Timeline _data/timeline.yml
AIT-2025-03-005-E01,AIT-2025-03-005,2025,March 2025,3,142,1,QwQ-32B,model,model-family or model-context clue,Alibaba,language,"Alibaba released QwQ-32B , an open-source 32B parameter reasoning model with exceptional math and coding performance, rivaling much larger models.",False,AI Timeline _data/timeline.yml
AIT-2025-03-006-E01,AIT-2025-03-006,2025,March 2025,3,143,1,Qwen2.5-VL 32B,model,model-family or model-context clue,Alibaba,language,"Alibaba released the Qwen2.5-VL 32B , open-source vision-language model with robust capabilities in visual analysis, text-in-image understanding, and visual agent tasks.",False,AI Timeline _data/timeline.yml
AIT-2025-03-007-E01,AIT-2025-03-007,2025,March 2025,3,144,1,DeepSeek-V3-0324,model,model-family or model-context clue,DeepSeek,language,"DeepSeek updated its open-source MoE model with DeepSeek-V3-0324 , featuring enhanced reasoning, coding, and math capabilities, positioning it as a top-tier base model.",False,AI Timeline _data/timeline.yml
AIT-2025-03-008-E01,AIT-2025-03-008,2025,March 2025,3,145,1,Conversational Speech Model (CSM),model,model-family or model-context clue,,text-to-speech,"Sesame AI unveiled its Conversational Speech Model (CSM) , enabling remarkably human-like, real-time voice interaction, incorporating emotional nuances, natural pauses, laughter, and contextual memory.",True,AI Timeline _data/timeline.yml
AIT-2025-04-001-E01,AIT-2025-04-001,2025,April 2025,4,146,1,Llama 4,model,model-family or model-context clue,Meta,language,Meta releases Llama 4 in three sizes with a context window of 10 million tokens and medium performance.,False,AI Timeline _data/timeline.yml
AIT-2025-04-002-E01,AIT-2025-04-002,2025,April 2025,4,147,1,Gemini 2.5 Flash,model,model-family or model-context clue,Google,language,"Google launches Gemini 2.5 Flash , with a dynamic reasoning mode that allows tuning the reasoning level or disabling it as needed.",False,AI Timeline _data/timeline.yml
AIT-2025-04-004-E01,AIT-2025-04-004,2025,April 2025,4,149,1,GPT-4.1,model,model-family or model-context clue,OpenAI,language,"OpenAI releases GPT-4.1 in three sizes, with a context window of 1 million tokens.",False,AI Timeline _data/timeline.yml
AIT-2025-04-005-E01,AIT-2025-04-005,2025,April 2025,4,150,1,o3 full,model,model-family or model-context clue,OpenAI,language,"OpenAI introduces o3 full and o4 mini , highly advanced models for reasoning, math, and coding.",False,AI Timeline _data/timeline.yml
AIT-2025-04-005-E02,AIT-2025-04-005,2025,April 2025,4,150,2,o4 mini,model,model-family or model-context clue,OpenAI,language,"OpenAI introduces o3 full and o4 mini , highly advanced models for reasoning, math, and coding.",False,AI Timeline _data/timeline.yml
AIT-2025-04-006-E01,AIT-2025-04-006,2025,April 2025,4,151,1,v7,model,model-family or model-context clue,Midjourney,text-to-image,"Midjourney launches v7 , with higher image quality and more precise control over style.",False,AI Timeline _data/timeline.yml
AIT-2025-04-007-E01,AIT-2025-04-007,2025,April 2025,4,152,1,Veo 2.0,model,model-family or model-context clue,Google,text-to-video,"A series of video model updates - Veo 2.0 (Google), Runway Gen-4 , Vidu Q1 , and Kling 2.0 – a leap forward in high-quality video generation, with improvements in response times, realism, and style.",False,AI Timeline _data/timeline.yml
AIT-2025-04-007-E02,AIT-2025-04-007,2025,April 2025,4,152,2,Runway Gen-4,model,model-family or model-context clue,Google,text-to-video,"A series of video model updates - Veo 2.0 (Google), Runway Gen-4 , Vidu Q1 , and Kling 2.0 – a leap forward in high-quality video generation, with improvements in response times, realism, and style.",False,AI Timeline _data/timeline.yml
AIT-2025-04-007-E03,AIT-2025-04-007,2025,April 2025,4,152,3,Vidu Q1,model,model-family or model-context clue,Google,text-to-video,"A series of video model updates - Veo 2.0 (Google), Runway Gen-4 , Vidu Q1 , and Kling 2.0 – a leap forward in high-quality video generation, with improvements in response times, realism, and style.",False,AI Timeline _data/timeline.yml
AIT-2025-04-007-E04,AIT-2025-04-007,2025,April 2025,4,152,4,Kling 2.0,model,model-family or model-context clue,Google,text-to-video,"A series of video model updates - Veo 2.0 (Google), Runway Gen-4 , Vidu Q1 , and Kling 2.0 – a leap forward in high-quality video generation, with improvements in response times, realism, and style.",False,AI Timeline _data/timeline.yml
AIT-2025-04-008-E01,AIT-2025-04-008,2025,April 2025,4,153,1,Qwen 3,model,model-family or model-context clue,Alibaba,language,"Alibaba releases Qwen 3 as open source, in various sizes, with very impressive capabilities for their size.",True,AI Timeline _data/timeline.yml
AIT-2025-05-001-E01,AIT-2025-05-001,2025,May 2025,5,154,1,Phi-4 reasoning,model,model-family or model-context clue,Microsoft,language,"Microsoft launches the Phi-4 reasoning series as open source, small yet high-quality models that incorporate reasoning.",False,AI Timeline _data/timeline.yml
AIT-2025-05-002-E01,AIT-2025-05-002,2025,May 2025,5,155,1,Suno 4.5,model,model-family or model-context clue,Suno,music,"Suno releases Suno 4.5 , fixing shimmer noise and improving audio decay stability in long tracks.",False,AI Timeline _data/timeline.yml
AIT-2025-05-003-E01,AIT-2025-05-003,2025,May 2025,5,156,1,Claude 4 Opus,model,model-family or model-context clue,Anthropic,language,"Anthropic releases Claude 4 Opus and Claude Sonnet 4 : Opus 4 offers a Hybrid ""Deep Thought"" mode with enhanced long-term context and 7-hour autonomous operation; Sonnet 4 focuses on improved math and coding performance.",True,AI Timeline _data/timeline.yml
AIT-2025-05-003-E02,AIT-2025-05-003,2025,May 2025,5,156,2,Claude Sonnet 4,model,model-family or model-context clue,Anthropic,language,"Anthropic releases Claude 4 Opus and Claude Sonnet 4 : Opus 4 offers a Hybrid ""Deep Thought"" mode with enhanced long-term context and 7-hour autonomous operation; Sonnet 4 focuses on improved math and coding performance.",True,AI Timeline _data/timeline.yml
AIT-2025-05-004-E01,AIT-2025-05-004,2025,May 2025,5,157,1,Veo 3,model,model-family or model-context clue,Google,text-to-image,"Google releases Veo 3 , a video generation model for synchronized 4K video with natural audio integration, and Imagen 4 , an advanced image model with deeper contextual understanding and artistic style support.",True,AI Timeline _data/timeline.yml
AIT-2025-05-004-E02,AIT-2025-05-004,2025,May 2025,5,157,2,Imagen 4,model,model-family or model-context clue,Google,text-to-image,"Google releases Veo 3 , a video generation model for synchronized 4K video with natural audio integration, and Imagen 4 , an advanced image model with deeper contextual understanding and artistic style support.",True,AI Timeline _data/timeline.yml
AIT-2025-05-007-E01,AIT-2025-05-007,2025,May 2025,5,160,1,Gemini 2.5 Pro,model,model-family or model-context clue,Google,music,"Google releases Gemini 2.5 Pro (Deep Think Mode) and Gemini 2.5 Flash , featuring improved reasoning, native audio support, extended context, and high-frequency task handling.",False,AI Timeline _data/timeline.yml
AIT-2025-05-007-E02,AIT-2025-05-007,2025,May 2025,5,160,2,Gemini 2.5 Flash,model,model-family or model-context clue,Google,music,"Google releases Gemini 2.5 Pro (Deep Think Mode) and Gemini 2.5 Flash , featuring improved reasoning, native audio support, extended context, and high-frequency task handling.",False,AI Timeline _data/timeline.yml
AIT-2025-05-008-E02,AIT-2025-05-008,2025,May 2025,5,161,2,o3,model,model-family or model-context clue,OpenAI,language,"OpenAI updates Operator to use the o3 model, achieving SOTA on OSWorld benchmarks and enhancing autonomous browser capabilities.",False,AI Timeline _data/timeline.yml
AIT-2025-05-009-E01,AIT-2025-05-009,2025,May 2025,5,162,1,R1-0528,model,model-family or model-context clue,DeepSeek,language,"DeepSeek open-sources R1-0528 , a code-and-inference model with near–o4-mini performance and moderate computational needs.",False,AI Timeline _data/timeline.yml
AIT-2025-05-011-E01,AIT-2025-05-011,2025,May 2025,5,164,1,Gemini Diffusion,model,model-family or model-context clue,Google,language,"Google releases Gemini Diffusion , an experimental text diffusion model achieving high-speed text generation with enhanced control and creativity via noise refinement.",True,AI Timeline _data/timeline.yml
AIT-2025-05-012-E01,AIT-2025-05-012,2025,May 2025,5,165,1,Gemma 3n,model,model-family or model-context clue,Google,music,"Google introduces Gemma 3n , an open-source generative AI model for on-device use, with an efficient architecture and multi-modal (audio, text, visual) capabilities.",False,AI Timeline _data/timeline.yml
AIT-2025-06-001-E01,AIT-2025-06-001,2025,June 2025,6,166,1,Gemini 2.5 Pro,model,model-family or model-context clue,Google,language,"Google releases Gemini 2.5 Pro (final production-ready version), which leads benchmarks across the board.",False,AI Timeline _data/timeline.yml
AIT-2025-06-002-E01,AIT-2025-06-002,2025,June 2025,6,167,1,Eleven v3 (alpha),model,model-family or model-context clue,,text-to-speech,ElevenLabs rolls out Eleven v3 (alpha) TTS with fine grained emotion control and support for 70+ languages.,False,AI Timeline _data/timeline.yml
