final_event_id,company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
FMR-0014,WKL NA,Alibaba,0,0,1,0,0,0,0,0,M,AI-enhanced professional information services for legal health and tax
FMR-0014,SOUN,Alibaba,0,0,1,0,0,0,0,0,H,SoundHound voice AI platform
FMR-0014,2395 TT,Alibaba,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
FMR-0014,CCC,Alibaba,0,0,1,0,0,0,0,0,H,AI-powered claims processing for insurance
FMR-0014,2353 TT,Alibaba,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
FMR-0014,6758 JP,Alibaba,0,0,0,1,0,0,0,0,M,AI deployed in gaming imaging and entertainment; diversified conglomerate
FMR-0014,SNAP,Alibaba,0,0,0,1,0,0,0,0,H,My AI chatbot and AR filters; core is social messaging
FMR-0014,ZBRA,Alibaba,0,0,0,1,0,0,0,0,M,AI deployed in supply chain/warehouse automation; core business is enterprise tracking
FMR-0014,NICE,Alibaba,0,0,1,0,0,0,0,0,M,CXone AI for contact centers
FMR-0014,AMP IM,Alibaba,0,0,0,1,0,0,0,0,L,AI for hearing aid fitting optimization; core is hearing solutions retail
FMR-0014,SMCI,Alibaba,1,0,0,0,0,0,0,0,H,GPU server systems and liquid cooling for AI data centers
FMR-0014,QUBT,Alibaba,0,0,0,0,0,0,0,0,L,No meaningful LLM relationship — quantum-AI optimization marginal
FMR-0014,WIX,Alibaba,0,0,1,0,0,0,0,0,M,AI website builder; AI text/image generation
FMR-0014,TTD,Alibaba,0,0,1,0,0,0,0,0,M,Kokai AI-powered ad bidding
FMR-0014,AI,Alibaba,0,0,1,0,0,0,0,0,H,C3.ai — entire business is AI platform
FMR-0015,005930 KS,Meta,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
FMR-0015,GOOGL,Meta,0,1,0,0,0,1,0,0,H,GCP hosts AI workloads; Gemini competes
FMR-0015,MU,Meta,1,0,0,0,0,0,0,0,H,HBM and DRAM memory for AI training/inference
FMR-0015,AMD,Meta,1,0,0,0,0,0,0,0,H,MI-series AI accelerators and EPYC CPUs for AI training/inference
FMR-0015,000660 KS,Meta,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
FMR-0015,BABA,Meta,0,1,0,0,0,1,0,0,H,Alibaba Cloud hosts AI workloads; Qwen competes
FMR-0015,TSM,Meta,1,0,0,0,0,0,0,0,H,Fabricates AI chips for NVIDIA/AMD and other AI silicon designers
FMR-0015,TSLA,Meta,0,0,0,1,0,0,0,0,H,FSD uses AI; core is automotive/energy
FMR-0015,AAPL,Meta,0,0,0,0,0,1,0,0,M,Apple Intelligence competes with all foundation model creators
FMR-0015,AVGO,Meta,1,0,0,0,0,0,0,0,H,Custom AI accelerators (e.g. Google TPU) and data center networking
FMR-0015,CSCO,Meta,0,0,0,1,0,0,0,0,M,AI-powered networking and security products; core business is networking equipment
FMR-0015,700 HK,Meta,0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
FMR-0015,NVDA,Meta,1,0,0,0,0,0,0,0,H,GPU supplier for AI training/inference; dominant AI accelerator provider
FMR-0015,AMZN,Meta,0,1,0,0,0,1,0,0,H,AWS hosts AI workloads; Titan/Nova competes
FMR-0015,PLTR,Meta,0,0,1,0,0,0,0,0,H,AIP platform directly integrates LLMs
FMR-0015,IBM,Meta,0,0,0,0,1,1,0,0,H,AI consulting services (watsonx) plus own Granite foundation models competing with creators
FMR-0015,MSFT,Meta,0,1,1,0,0,1,0,0,H,Azure hosts AI workloads; Copilot integrates AI; Phi competes
FMR-0015,META,Meta,0,0,0,0,0,0,0,1,H,Meta Platforms is the listed entity
FMR-0015,SIE GR,Meta,0,0,0,1,0,0,0,0,H,Industrial AI digital twin and automation; core business is industrial technology
FMR-0015,CRM,Meta,0,0,1,0,0,0,0,0,H,Einstein GPT/Agentforce
FMR-0015,NFLX,Meta,0,0,0,1,0,0,0,0,M,AI recommendation engine; core business is streaming
FMR-0015,ORCL,Meta,0,1,0,0,0,0,0,0,H,OCI used for AI training workloads
FMR-0015,INTC,Meta,1,0,0,0,0,0,0,0,H,Gaudi AI accelerators and Xeon CPUs for AI workloads
FMR-0015,ACN,Meta,0,0,0,0,1,0,0,0,H,Global IT consulting with major GenAI practice helping clients adopt AI
FMR-0015,UBER,Meta,0,0,0,1,0,0,0,0,H,AI routing/pricing optimization; core is transportation
FMR-0015,QCOM,Meta,1,0,0,0,0,0,0,0,M,Edge/on-device AI inference chips (Snapdragon NPU)
FMR-0015,SHOP,Meta,0,0,1,0,0,0,0,0,M,Shopify Magic AI features core to product
FMR-0015,APP,Meta,0,0,1,0,0,0,0,0,H,AppLovin AXON engine — AI-powered ad optimization IS the product
FMR-0015,NOW,Meta,0,0,1,0,0,0,0,0,H,Now Assist GenAI copilot across all products
FMR-0015,ADBE,Meta,0,0,1,0,0,0,0,0,H,Firefly generative AI in Creative Cloud
FMR-0015,SNPS,Meta,0,0,1,0,0,0,0,0,H,Synopsys.ai — AI-powered EDA chip design
FMR-0015,CDNS,Meta,0,0,1,0,0,0,0,0,H,Cerebrus — AI chip design automation
FMR-0015,HUT,Meta,0,0,0,1,0,0,0,0,M,Pivoting to AI/HPC hosting; transitional from crypto mining
FMR-0015,STX,Meta,1,0,0,0,0,0,0,0,M,Data center storage solutions for AI workloads
FMR-0015,MRVL,Meta,1,0,0,0,0,0,0,0,H,Custom AI accelerators and data center networking silicon
FMR-0015,SNOW,Meta,0,0,1,0,0,0,0,0,H,Cortex AI integrates LLMs into data cloud
FMR-0015,3690 HK,Meta,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
FMR-0015,IFX GR,Meta,1,0,0,0,0,0,0,0,M,Power management semiconductors for data centers
FMR-0015,FTNT,Meta,0,0,1,0,0,0,0,0,M,FortiAI threat detection
FMR-0015,5803 JP,Meta,1,0,0,0,0,0,0,0,L,Power systems and industrial equipment for data centers — indirect
FMR-0015,NXPI,Meta,1,0,0,0,0,0,0,0,L,Edge AI processors for automotive and IoT; weak link to LLM training
FMR-0015,3443 TT,Meta,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
FMR-0015,6702 JP,Meta,0,0,0,0,1,0,0,0,H,IT services with AI solutions for enterprise digital transformation
FMR-0015,TRI,Meta,0,0,1,0,0,0,0,0,M,AI-powered legal tax and news information tools as core product offering
FMR-0015,6701 JP,Meta,0,0,0,0,1,0,0,0,H,IT services and AI/biometrics solutions for enterprise clients
FMR-0015,BIDU,Meta,0,0,0,0,0,1,0,0,H,ERNIE models compete with all foundation model creators
FMR-0015,DDOG,Meta,0,0,1,0,0,0,0,0,M,AI-powered observability; Bits AI
FMR-0015,6954 JP,Meta,0,0,0,1,0,0,0,0,M,AI in consumer electronics and industrial products; core is electronics manufacturing
FMR-0015,WDAY,Meta,0,0,1,0,0,0,0,0,M,Workday AI embedded in HCM/finance
FMR-0015,ERIC,Meta,0,0,0,1,0,0,0,0,M,AI-powered network optimization; core is telecom infrastructure
FMR-0015,CRWV,Meta,0,0,0,1,0,0,0,0,L,AI features in healthcare IT platform; limited evidence of deep integration
FMR-0015,TDC,Meta,0,0,1,0,0,0,0,0,M,ClearScape AI analytics
FMR-0015,GEHC,Meta,0,0,0,1,0,0,0,0,H,AI medical imaging and diagnostics; core business is medical devices
FMR-0015,TIETO FH,Meta,0,0,0,0,1,0,0,0,H,Nordic IT services with dedicated AI practice for enterprise clients
FMR-0015,EXPN LN,Meta,0,0,1,0,0,0,0,0,M,Proprietary data combined with AI-enhanced analytics as core product delivery
FMR-0015,ZS,Meta,0,0,1,0,0,0,0,0,M,AI-powered zero trust security
FMR-0015,CYBR,Meta,0,0,1,0,0,0,0,0,M,AI-based identity security
FMR-0015,STNE,Meta,0,0,0,1,0,0,0,0,L,AI in payments processing; core is fintech
FMR-0015,PATH,Meta,0,0,1,0,0,0,0,0,H,AI-powered RPA; integrates LLMs
FMR-0015,4755 JP,Meta,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
FMR-0015,HPE,Meta,1,0,0,0,1,0,0,0,M,AI servers and HPC systems; enterprise AI/ML solutions and consulting
FMR-0015,TEMN SW,Meta,0,0,1,0,0,0,0,0,M,GenAI banking platform features
FMR-0015,PONY,Meta,0,0,0,1,0,0,0,0,M,Autonomous driving uses AI; core is mobility
FMR-0015,TWLO,Meta,0,0,1,0,0,0,0,0,M,CustomerAI platform; LLM-powered comms
FMR-0015,G,Meta,0,0,0,0,1,0,0,0,H,BPO services with AI automation helping clients transform operations
FMR-0015,DXC,Meta,0,0,0,0,1,0,0,0,H,IT outsourcing with AI-augmented service offerings for enterprise clients
FMR-0015,AMBA,Meta,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
FMR-0015,OKTA,Meta,0,0,1,0,0,0,0,0,M,AI identity threat detection
FMR-0015,WRD,Meta,0,0,0,0,0,0,0,0,L,Rugged computing; very limited AI relevance; conservative coding all 0
FMR-0015,PEGA,Meta,0,0,1,0,0,0,0,0,M,GenAI Blueprint; AI process automation
FMR-0015,6588 JP,Meta,0,0,0,1,0,0,0,0,L,AI in infrastructure and storage systems; diversified industrial conglomerate
FMR-0015,WKL NA,Meta,0,0,1,0,0,0,0,0,M,AI-enhanced professional information services for legal health and tax
FMR-0015,SOUN,Meta,0,0,1,0,0,0,0,0,H,SoundHound voice AI platform
FMR-0015,2395 TT,Meta,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
FMR-0015,CCC,Meta,0,0,1,0,0,0,0,0,H,AI-powered claims processing for insurance
FMR-0015,2353 TT,Meta,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
FMR-0015,6758 JP,Meta,0,0,0,1,0,0,0,0,M,AI deployed in gaming imaging and entertainment; diversified conglomerate
FMR-0015,SNAP,Meta,0,0,0,1,0,0,0,0,H,My AI chatbot and AR filters; core is social messaging
FMR-0015,ZBRA,Meta,0,0,0,1,0,0,0,0,M,AI deployed in supply chain/warehouse automation; core business is enterprise tracking
FMR-0015,NICE,Meta,0,0,1,0,0,0,0,0,M,CXone AI for contact centers
FMR-0015,AMP IM,Meta,0,0,0,1,0,0,0,0,L,AI for hearing aid fitting optimization; core is hearing solutions retail
FMR-0015,SMCI,Meta,1,0,0,0,0,0,0,0,H,GPU server systems and liquid cooling for AI data centers
FMR-0015,QUBT,Meta,0,0,0,0,0,0,0,0,L,No meaningful LLM relationship — quantum-AI optimization marginal
FMR-0015,WIX,Meta,0,0,1,0,0,0,0,0,M,AI website builder; AI text/image generation
FMR-0015,TTD,Meta,0,0,1,0,0,0,0,0,M,Kokai AI-powered ad bidding
FMR-0015,AI,Meta,0,0,1,0,0,0,0,0,H,C3.ai — entire business is AI platform
FMR-0016,005930 KS,OpenAI,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
FMR-0016,GOOGL,OpenAI,0,1,0,0,0,1,0,0,H,GCP hosts AI workloads; Gemini competes
FMR-0016,MU,OpenAI,1,0,0,0,0,0,0,0,H,HBM and DRAM memory for AI training/inference
FMR-0016,AMD,OpenAI,1,0,0,0,0,0,0,0,H,MI-series AI accelerators and EPYC CPUs for AI training/inference
FMR-0016,000660 KS,OpenAI,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
FMR-0016,BABA,OpenAI,0,1,0,0,0,1,0,0,H,Alibaba Cloud hosts AI workloads; Qwen competes
FMR-0016,TSM,OpenAI,1,0,0,0,0,0,0,0,H,Fabricates AI chips for NVIDIA/AMD and other AI silicon designers
FMR-0016,TSLA,OpenAI,0,0,0,1,0,0,0,0,H,FSD uses AI; core is automotive/energy
FMR-0016,AAPL,OpenAI,0,0,0,0,0,1,0,0,M,Apple Intelligence competes with all foundation model creators
FMR-0016,AVGO,OpenAI,1,0,0,0,0,0,0,0,H,Custom AI accelerators (e.g. Google TPU) and data center networking
FMR-0016,CSCO,OpenAI,0,0,0,1,0,0,0,0,M,AI-powered networking and security products; core business is networking equipment
FMR-0016,700 HK,OpenAI,0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
FMR-0016,NVDA,OpenAI,1,0,0,0,0,0,0,0,H,GPU supplier for AI training/inference; dominant AI accelerator provider
FMR-0016,AMZN,OpenAI,0,1,0,0,0,1,0,0,H,AWS hosts AI workloads; Titan/Nova competes
FMR-0016,PLTR,OpenAI,0,0,1,0,0,0,0,0,H,AIP platform directly integrates LLMs
FMR-0016,IBM,OpenAI,0,0,0,0,1,1,0,0,H,AI consulting services (watsonx) plus own Granite foundation models competing with creators
FMR-0016,MSFT,OpenAI,0,1,1,0,0,1,1,0,H,Azure hosts OpenAI; Copilot integrates GPT; Phi competes; $13B investment
FMR-0016,META,OpenAI,0,0,0,0,0,1,0,0,H,Llama competes with all foundation model creators
FMR-0016,SIE GR,OpenAI,0,0,0,1,0,0,0,0,H,Industrial AI digital twin and automation; core business is industrial technology
FMR-0016,CRM,OpenAI,0,0,1,0,0,0,0,0,H,Einstein GPT/Agentforce
FMR-0016,NFLX,OpenAI,0,0,0,1,0,0,0,0,M,AI recommendation engine; core business is streaming
FMR-0016,ORCL,OpenAI,0,1,0,0,0,0,0,0,H,OCI used for AI training workloads
FMR-0016,INTC,OpenAI,1,0,0,0,0,0,0,0,H,Gaudi AI accelerators and Xeon CPUs for AI workloads
FMR-0016,ACN,OpenAI,0,0,0,0,1,0,0,0,H,Global IT consulting with major GenAI practice helping clients adopt AI
FMR-0016,UBER,OpenAI,0,0,0,1,0,0,0,0,H,AI routing/pricing optimization; core is transportation
FMR-0016,QCOM,OpenAI,1,0,0,0,0,0,0,0,M,Edge/on-device AI inference chips (Snapdragon NPU)
FMR-0016,SHOP,OpenAI,0,0,1,0,0,0,0,0,M,Shopify Magic AI features core to product
FMR-0016,APP,OpenAI,0,0,1,0,0,0,0,0,H,AppLovin AXON engine — AI-powered ad optimization IS the product
FMR-0016,NOW,OpenAI,0,0,1,0,0,0,0,0,H,Now Assist GenAI copilot across all products
FMR-0016,ADBE,OpenAI,0,0,1,0,0,0,0,0,H,Firefly generative AI in Creative Cloud
FMR-0016,SNPS,OpenAI,0,0,1,0,0,0,0,0,H,Synopsys.ai — AI-powered EDA chip design
FMR-0016,CDNS,OpenAI,0,0,1,0,0,0,0,0,H,Cerebrus — AI chip design automation
FMR-0016,HUT,OpenAI,0,0,0,1,0,0,0,0,M,Pivoting to AI/HPC hosting; transitional from crypto mining
FMR-0016,STX,OpenAI,1,0,0,0,0,0,0,0,M,Data center storage solutions for AI workloads
FMR-0016,MRVL,OpenAI,1,0,0,0,0,0,0,0,H,Custom AI accelerators and data center networking silicon
FMR-0016,SNOW,OpenAI,0,0,1,0,0,0,0,0,H,Cortex AI integrates LLMs into data cloud
FMR-0016,3690 HK,OpenAI,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
FMR-0016,IFX GR,OpenAI,1,0,0,0,0,0,0,0,M,Power management semiconductors for data centers
FMR-0016,FTNT,OpenAI,0,0,1,0,0,0,0,0,M,FortiAI threat detection
FMR-0016,5803 JP,OpenAI,1,0,0,0,0,0,0,0,L,Power systems and industrial equipment for data centers — indirect
FMR-0016,NXPI,OpenAI,1,0,0,0,0,0,0,0,L,Edge AI processors for automotive and IoT; weak link to LLM training
FMR-0016,3443 TT,OpenAI,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
FMR-0016,6702 JP,OpenAI,0,0,0,0,1,0,0,0,H,IT services with AI solutions for enterprise digital transformation
FMR-0016,TRI,OpenAI,0,0,1,0,0,0,0,0,M,AI-powered legal tax and news information tools as core product offering
FMR-0016,6701 JP,OpenAI,0,0,0,0,1,0,0,0,H,IT services and AI/biometrics solutions for enterprise clients
FMR-0016,BIDU,OpenAI,0,0,0,0,0,1,0,0,H,ERNIE models compete with all foundation model creators
FMR-0016,DDOG,OpenAI,0,0,1,0,0,0,0,0,M,AI-powered observability; Bits AI
FMR-0016,6954 JP,OpenAI,0,0,0,1,0,0,0,0,M,AI in consumer electronics and industrial products; core is electronics manufacturing
FMR-0016,WDAY,OpenAI,0,0,1,0,0,0,0,0,M,Workday AI embedded in HCM/finance
FMR-0016,ERIC,OpenAI,0,0,0,1,0,0,0,0,M,AI-powered network optimization; core is telecom infrastructure
FMR-0016,CRWV,OpenAI,0,0,0,1,0,0,0,0,L,AI features in healthcare IT platform; limited evidence of deep integration
FMR-0016,TDC,OpenAI,0,0,1,0,0,0,0,0,M,ClearScape AI analytics
FMR-0016,GEHC,OpenAI,0,0,0,1,0,0,0,0,H,AI medical imaging and diagnostics; core business is medical devices
FMR-0016,TIETO FH,OpenAI,0,0,0,0,1,0,0,0,H,Nordic IT services with dedicated AI practice for enterprise clients
FMR-0016,EXPN LN,OpenAI,0,0,1,0,0,0,0,0,M,Proprietary data combined with AI-enhanced analytics as core product delivery
FMR-0016,ZS,OpenAI,0,0,1,0,0,0,0,0,M,AI-powered zero trust security
FMR-0016,CYBR,OpenAI,0,0,1,0,0,0,0,0,M,AI-based identity security
FMR-0016,STNE,OpenAI,0,0,0,1,0,0,0,0,L,AI in payments processing; core is fintech
FMR-0016,PATH,OpenAI,0,0,1,0,0,0,0,0,H,AI-powered RPA; integrates LLMs
FMR-0016,4755 JP,OpenAI,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
FMR-0016,HPE,OpenAI,1,0,0,0,1,0,0,0,M,AI servers and HPC systems; enterprise AI/ML solutions and consulting
FMR-0016,TEMN SW,OpenAI,0,0,1,0,0,0,0,0,M,GenAI banking platform features
FMR-0016,PONY,OpenAI,0,0,0,1,0,0,0,0,M,Autonomous driving uses AI; core is mobility
FMR-0016,TWLO,OpenAI,0,0,1,0,0,0,0,0,M,CustomerAI platform; LLM-powered comms
FMR-0016,G,OpenAI,0,0,0,0,1,0,0,0,H,BPO services with AI automation helping clients transform operations
FMR-0016,DXC,OpenAI,0,0,0,0,1,0,0,0,H,IT outsourcing with AI-augmented service offerings for enterprise clients
FMR-0016,AMBA,OpenAI,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
FMR-0016,OKTA,OpenAI,0,0,1,0,0,0,0,0,M,AI identity threat detection
FMR-0016,WRD,OpenAI,0,0,0,0,0,0,0,0,L,Rugged computing; very limited AI relevance; conservative coding all 0
FMR-0016,PEGA,OpenAI,0,0,1,0,0,0,0,0,M,GenAI Blueprint; AI process automation
FMR-0016,6588 JP,OpenAI,0,0,0,1,0,0,0,0,L,AI in infrastructure and storage systems; diversified industrial conglomerate
FMR-0016,WKL NA,OpenAI,0,0,1,0,0,0,0,0,M,AI-enhanced professional information services for legal health and tax
FMR-0016,SOUN,OpenAI,0,0,1,0,0,0,0,0,H,SoundHound voice AI platform
FMR-0016,2395 TT,OpenAI,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
FMR-0016,CCC,OpenAI,0,0,1,0,0,0,0,0,H,AI-powered claims processing for insurance
FMR-0016,2353 TT,OpenAI,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
FMR-0016,6758 JP,OpenAI,0,0,0,1,0,0,0,0,M,AI deployed in gaming imaging and entertainment; diversified conglomerate
FMR-0016,SNAP,OpenAI,0,0,0,1,0,0,0,0,H,My AI chatbot and AR filters; core is social messaging
FMR-0016,ZBRA,OpenAI,0,0,0,1,0,0,0,0,M,AI deployed in supply chain/warehouse automation; core business is enterprise tracking
FMR-0016,NICE,OpenAI,0,0,1,0,0,0,0,0,M,CXone AI for contact centers
FMR-0016,AMP IM,OpenAI,0,0,0,1,0,0,0,0,L,AI for hearing aid fitting optimization; core is hearing solutions retail
FMR-0016,SMCI,OpenAI,1,0,0,0,0,0,0,0,H,GPU server systems and liquid cooling for AI data centers
FMR-0016,QUBT,OpenAI,0,0,0,0,0,0,0,0,L,No meaningful LLM relationship — quantum-AI optimization marginal
FMR-0016,WIX,OpenAI,0,0,1,0,0,0,0,0,M,AI website builder; AI text/image generation
FMR-0016,TTD,OpenAI,0,0,1,0,0,0,0,0,M,Kokai AI-powered ad bidding
FMR-0016,AI,OpenAI,0,0,1,0,0,0,0,0,H,C3.ai — entire business is AI platform
FMR-0017,005930 KS,Google,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
FMR-0017,GOOGL,Google,0,1,0,0,0,0,0,1,H,Alphabet is Google's listed parent; R2:GCP cloud infrastructure even as owner (adjudicated)
FMR-0017,MU,Google,1,0,0,0,0,0,0,0,H,HBM and DRAM memory for AI training/inference
FMR-0017,AMD,Google,1,0,0,0,0,0,0,0,H,MI-series AI accelerators and EPYC CPUs for AI training/inference
FMR-0017,000660 KS,Google,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
FMR-0017,BABA,Google,0,1,0,0,0,1,0,0,H,Alibaba Cloud hosts AI workloads; Qwen competes
FMR-0017,TSM,Google,1,0,0,0,0,0,0,0,H,Fabricates AI chips for NVIDIA/AMD and other AI silicon designers
FMR-0017,TSLA,Google,0,0,0,1,0,0,0,0,H,FSD uses AI; core is automotive/energy
FMR-0017,AAPL,Google,0,0,0,0,0,1,0,0,M,Apple Intelligence competes with all foundation model creators
FMR-0017,AVGO,Google,1,0,0,0,0,0,0,0,H,Custom AI accelerators (e.g. Google TPU) and data center networking
FMR-0017,CSCO,Google,0,0,0,1,0,0,0,0,M,AI-powered networking and security products; core business is networking equipment
FMR-0017,700 HK,Google,0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
FMR-0017,NVDA,Google,1,0,0,0,0,0,0,0,H,GPU supplier for AI training/inference; dominant AI accelerator provider
FMR-0017,AMZN,Google,0,1,0,0,0,1,0,0,H,AWS hosts AI workloads; Titan/Nova competes
FMR-0017,PLTR,Google,0,0,1,0,0,0,0,0,H,AIP platform directly integrates LLMs
FMR-0017,IBM,Google,0,0,0,0,1,1,0,0,H,AI consulting services (watsonx) plus own Granite foundation models competing with creators
FMR-0017,MSFT,Google,0,1,1,0,0,1,0,0,H,Azure hosts AI workloads; Copilot integrates AI; Phi competes
FMR-0017,META,Google,0,0,0,0,0,1,0,0,H,Llama competes with all foundation model creators
FMR-0017,SIE GR,Google,0,0,0,1,0,0,0,0,H,Industrial AI digital twin and automation; core business is industrial technology
FMR-0017,CRM,Google,0,0,1,0,0,0,0,0,H,Einstein GPT/Agentforce
FMR-0017,NFLX,Google,0,0,0,1,0,0,0,0,M,AI recommendation engine; core business is streaming
FMR-0017,ORCL,Google,0,1,0,0,0,0,0,0,H,OCI used for AI training workloads
FMR-0017,INTC,Google,1,0,0,0,0,0,0,0,H,Gaudi AI accelerators and Xeon CPUs for AI workloads
FMR-0017,ACN,Google,0,0,0,0,1,0,0,0,H,Global IT consulting with major GenAI practice helping clients adopt AI
FMR-0017,UBER,Google,0,0,0,1,0,0,0,0,H,AI routing/pricing optimization; core is transportation
FMR-0017,QCOM,Google,1,0,0,0,0,0,0,0,M,Edge/on-device AI inference chips (Snapdragon NPU)
FMR-0017,SHOP,Google,0,0,1,0,0,0,0,0,M,Shopify Magic AI features core to product
FMR-0017,APP,Google,0,0,1,0,0,0,0,0,H,AppLovin AXON engine — AI-powered ad optimization IS the product
FMR-0017,NOW,Google,0,0,1,0,0,0,0,0,H,Now Assist GenAI copilot across all products
FMR-0017,ADBE,Google,0,0,1,0,0,0,0,0,H,Firefly generative AI in Creative Cloud
FMR-0017,SNPS,Google,0,0,1,0,0,0,0,0,H,Synopsys.ai — AI-powered EDA chip design
FMR-0017,CDNS,Google,0,0,1,0,0,0,0,0,H,Cerebrus — AI chip design automation
FMR-0017,HUT,Google,0,0,0,1,0,0,0,0,M,Pivoting to AI/HPC hosting; transitional from crypto mining
FMR-0017,STX,Google,1,0,0,0,0,0,0,0,M,Data center storage solutions for AI workloads
FMR-0017,MRVL,Google,1,0,0,0,0,0,0,0,H,Custom AI accelerators and data center networking silicon
FMR-0017,SNOW,Google,0,0,1,0,0,0,0,0,H,Cortex AI integrates LLMs into data cloud
FMR-0017,3690 HK,Google,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
FMR-0017,IFX GR,Google,1,0,0,0,0,0,0,0,M,Power management semiconductors for data centers
FMR-0017,FTNT,Google,0,0,1,0,0,0,0,0,M,FortiAI threat detection
FMR-0017,5803 JP,Google,1,0,0,0,0,0,0,0,L,Power systems and industrial equipment for data centers — indirect
FMR-0017,NXPI,Google,1,0,0,0,0,0,0,0,L,Edge AI processors for automotive and IoT; weak link to LLM training
FMR-0017,3443 TT,Google,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
FMR-0017,6702 JP,Google,0,0,0,0,1,0,0,0,H,IT services with AI solutions for enterprise digital transformation
FMR-0017,TRI,Google,0,0,1,0,0,0,0,0,M,AI-powered legal tax and news information tools as core product offering
FMR-0017,6701 JP,Google,0,0,0,0,1,0,0,0,H,IT services and AI/biometrics solutions for enterprise clients
FMR-0017,BIDU,Google,0,0,0,0,0,1,0,0,H,ERNIE models compete with all foundation model creators
FMR-0017,DDOG,Google,0,0,1,0,0,0,0,0,M,AI-powered observability; Bits AI
FMR-0017,6954 JP,Google,0,0,0,1,0,0,0,0,M,AI in consumer electronics and industrial products; core is electronics manufacturing
FMR-0017,WDAY,Google,0,0,1,0,0,0,0,0,M,Workday AI embedded in HCM/finance
FMR-0017,ERIC,Google,0,0,0,1,0,0,0,0,M,AI-powered network optimization; core is telecom infrastructure
FMR-0017,CRWV,Google,0,0,0,1,0,0,0,0,L,AI features in healthcare IT platform; limited evidence of deep integration
FMR-0017,TDC,Google,0,0,1,0,0,0,0,0,M,ClearScape AI analytics
FMR-0017,GEHC,Google,0,0,0,1,0,0,0,0,H,AI medical imaging and diagnostics; core business is medical devices
FMR-0017,TIETO FH,Google,0,0,0,0,1,0,0,0,H,Nordic IT services with dedicated AI practice for enterprise clients
FMR-0017,EXPN LN,Google,0,0,1,0,0,0,0,0,M,Proprietary data combined with AI-enhanced analytics as core product delivery
FMR-0017,ZS,Google,0,0,1,0,0,0,0,0,M,AI-powered zero trust security
FMR-0017,CYBR,Google,0,0,1,0,0,0,0,0,M,AI-based identity security
FMR-0017,STNE,Google,0,0,0,1,0,0,0,0,L,AI in payments processing; core is fintech
FMR-0017,PATH,Google,0,0,1,0,0,0,0,0,H,AI-powered RPA; integrates LLMs
FMR-0017,4755 JP,Google,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
FMR-0017,HPE,Google,1,0,0,0,1,0,0,0,M,AI servers and HPC systems; enterprise AI/ML solutions and consulting
FMR-0017,TEMN SW,Google,0,0,1,0,0,0,0,0,M,GenAI banking platform features
FMR-0017,PONY,Google,0,0,0,1,0,0,0,0,M,Autonomous driving uses AI; core is mobility
FMR-0017,TWLO,Google,0,0,1,0,0,0,0,0,M,CustomerAI platform; LLM-powered comms
FMR-0017,G,Google,0,0,0,0,1,0,0,0,H,BPO services with AI automation helping clients transform operations
FMR-0017,DXC,Google,0,0,0,0,1,0,0,0,H,IT outsourcing with AI-augmented service offerings for enterprise clients
FMR-0017,AMBA,Google,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
FMR-0017,OKTA,Google,0,0,1,0,0,0,0,0,M,AI identity threat detection
FMR-0017,WRD,Google,0,0,0,0,0,0,0,0,L,Rugged computing; very limited AI relevance; conservative coding all 0
