event_id,ai_year,ai_month,model_names,aa_names,aa_release_dates,aa_creators,model_count,event_text
AIT-2025-12-009,2025,December 2025,MiniMax-M2.1,MiniMax-M2.1,2025-12-23,MiniMax,1,"MiniMax releases MiniMax-M2.1 , a 200k-context MoE model that rises to the top of web development and coding leaderboards, establishing itself as a leading open model for developers."
AIT-2026-01-003,2026,January 2026,Kimi K2.5,Kimi K2.5 (Reasoning),2026-01-27,Kimi,1,"Moonshot AI releases Kimi K2.5 , an upgraded model focused on stronger reasoning, coding, and agentic workflows."
AIT-2026-01-004,2026,January 2026,Imagine Video,grok-imagine-video,2026-01,xAI,1,"xAI launches Imagine Video , a video generation model in Grok that quickly rises to the top of public leaderboards."
AIT-2026-02-001,2026,February 2026,Claude Opus 4.6; Claude Sonnet 4.6,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort); Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",2026-02-05; 2026-02-17,Anthropic,2,"Anthropic releases Claude Opus 4.6 and Claude Sonnet 4.6 , adding a 1M-token context window in beta and making the updated Sonnet model the default across Claude and Cowork."
AIT-2026-02-002,2026,February 2026,GPT-5.3-Codex,GPT-5.3 Codex (xhigh),2026-02-05,OpenAI,1,"OpenAI introduces GPT-5.3-Codex and GPT-5.3-Codex-Spark , upgraded coding models for long-running and real-time development work."
AIT-2026-02-003,2026,February 2026,Gemini 3 Deep Think,Gemini 3 Deep Think,2026-02-05,Google,1,"Google launches Gemini 3 Deep Think , a specialized reasoning mode that reaches 84.6% on ARC-AGI-2 ."
AIT-2026-02-004,2026,February 2026,Seedance 2.0,Dreamina Seedance 2.0 720p,2026-03,ByteDance Seed,1,"ByteDance releases Seedance 2.0 , an upgraded video generation model with stronger motion quality and multimodal control."
AIT-2026-02-005,2026,February 2026,GLM-5,GLM-5 (Reasoning),2026-02-11,Z AI,1,"Zhipu AI launches GLM-5 , a new flagship model built for stronger reasoning, tool use, and agentic tasks."
AIT-2026-02-006,2026,February 2026,Grok 4.20,Grok 4.20 0309 v2 (Reasoning),2026-04-07,xAI,1,"xAI releases Grok 4.20 , an updated flagship model with improved reasoning and chat performance."
AIT-2026-02-008,2026,February 2026,Nano Banana 2,Nano Banana 2 (Gemini 3.1 Flash Image Preview),2026-02,Google,1,"Google launches Nano Banana 2 , a Gemini 3.1 Flash-based image model that matches Nano Banana Pro quality at lower latency."
AIT-2026-03-002,2026,March 2026,GPT-5.4; GPT-5.4 mini; GPT-5.4 nano,GPT-5.4 (xhigh); GPT-5.4 mini (xhigh); GPT-5.4 nano (xhigh),2026-03-05; 2026-03-17; 2026-03-17,OpenAI,3,"OpenAI launches GPT-5.4 alongside GPT-5.4 mini and GPT-5.4 nano , expanding the GPT-5.4 family across flagship and lightweight tiers."
AIT-2026-03-003,2026,March 2026,Mistral Small 4,Mistral Small 4 (Reasoning),2026-03-16,Mistral,1,"Mistral AI releases Mistral Small 4 , a multimodal open model that unifies reasoning, coding, and vision capabilities."
AIT-2026-03-004,2026,March 2026,Suno v5.5,Suno V5.5,,Suno,1,"Suno launches Suno v5.5 , adding Voices, Custom Models, and My Taste for more personalized music creation."
