firm,firm_ticker,model_company,model,event_date,relationship,provisional_value,reason_for_review,key_sources,recommended_action
Nvidia,NVDA,Runway,Runway Gen-4,2025-03-31,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Google,Veo 2.0,2025-04-15,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Google,Veo 2.0,2025-04-15,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Kuaishou,Kling 2.0,2025-04-15,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Kuaishou,Kling 2.0,2025-04-15,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,OpenAI,o3 full,2025-04-16,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,OpenAI,o3 full,2025-04-16,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,OpenAI,o4 mini,2025-04-16,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,OpenAI,o4 mini,2025-04-16,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,ShengShu Technology,Vidu Q1,2025-04-21,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,ShengShu Technology,Vidu Q1,2025-04-21,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Google,Gemini 2.5 Pro,2025-05-06,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Google,Gemini 2.5 Pro,2025-05-06,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Google,Gemma 3n,2025-05-20,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Google,Gemma 3n,2025-05-20,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Anthropic,Claude Sonnet 4,2025-05-21,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Anthropic,Claude Sonnet 4,2025-05-21,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Google,Veo 3; Imagen 4,2025-05-21,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Google,Veo 3; Imagen 4,2025-05-21,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Anthropic,Claude 4 Opus,2025-05-22,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Anthropic,Claude 4 Opus,2025-05-22,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Google,Gemini 2.5 Flash,2025-06-17,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Google,Gemini 2.5 Flash,2025-06-17,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Google,Gemini 2.5 Pro,2025-06-17,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Google,Gemini 2.5 Pro,2025-06-17,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Alibaba,Qwen3-Coder,2025-07-22,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Alibaba,Qwen3-Coder,2025-07-22,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Zhipu AI,GLM-4.5,2025-07-28,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Zhipu AI,GLM-4.5,2025-07-28,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Google,Gemini 2.5 Flash Image,2025-08-26,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Google,Gemini 2.5 Flash Image,2025-08-26,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Alibaba,Qwen-3-Max,2025-09-05,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Alibaba,Qwen-3-Max,2025-09-05,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Anthropic,Claude Sonnet 4.5,2025-09-25,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Anthropic,Claude Sonnet 4.5,2025-09-25,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Anthropic,Claude 4.5 Haiku,2025-10-14,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Anthropic,Claude 4.5 Haiku,2025-10-14,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Mistral AI,Mistral 3,2025-12-02,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Mistral AI,Mistral 3,2025-12-02,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Mistral AI,Devstral 2,2025-12-09,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Mistral AI,Devstral 2,2025-12-09,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Alibaba,Z-Image-Turbo,2025-12-18,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Alibaba,Z-Image-Turbo,2025-12-18,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,OpenAI,GPT-5.2,2025-12-18,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,OpenAI,GPT-5.2,2025-12-18,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Alibaba,Qwen-Image-2512,2025-12-31,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Alibaba,Qwen-Image-2512,2025-12-31,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Anthropic,Claude Opus 4.6,2026-02-05,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Anthropic,Claude Opus 4.6,2026-02-05,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,OpenAI,GPT-5.3-Codex,2026-02-12,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,OpenAI,GPT-5.3-Codex,2026-02-12,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Anthropic,Claude Sonnet 4.6,2026-02-16,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Anthropic,Claude Sonnet 4.6,2026-02-16,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Google,Nano Banana 2,2026-02-26,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Google,Nano Banana 2,2026-02-26,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,OpenAI,GPT-5.4 mini; GPT-5.4; GPT-5.4 nano,2026-03-17,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,OpenAI,GPT-5.4 mini; GPT-5.4; GPT-5.4 nano,2026-03-17,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,OpenAI,GPT-4,2023-03-14,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,OpenAI,GPT-4,2023-03-14,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Anthropic,Claude 2,2023-07-11,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Anthropic,Claude 2,2023-07-11,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Meta,Llama 2,2023-07-18,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Meta,Llama 2,2023-07-18,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,OpenAI,GPT-4 Turbo,2023-11-06,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,OpenAI,GPT-4 Turbo,2023-11-06,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Google,Gemini 1.0,2023-12-06,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Google,Gemini 1.0,2023-12-06,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
TSMC,TSM,Anthropic,Claude 3,2024-03-04,business_upstream,1,"HUMAN DECISION: TSMC is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for TSMC is appropriate across all model events."
Nvidia,NVDA,Anthropic,Claude 3,2024-03-04,business_upstream,1,"HUMAN DECISION: Nvidia is researcher-designated universal business_upstream. Value set to 1 by convention, not event-specific evidence.",Researcher convention,"If re-auditing, consider whether universal business_upstream for Nvidia is appropriate across all model events."
SK Hynix,000660 KS,Meta,LLaMA 3,2024-04-18,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Imagen 3,2024-05-14,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini Flash 1.5,2024-05-30,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini 1.5 Flash,2024-08-08,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,OpenAI,o1 preview,2024-09-12,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,OpenAI,o1 mini,2024-09-12,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini Pro 1.5 002; Gemini Flash 1.5 002,2024-09-24,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini 1.5 Pro,2024-10-03,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini 1.5 Flash8B,2024-10-03,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
AMD,AMD,Meta,Llama 3.3 70B,2024-12-06,business_upstream,1,AMD business_upstream=1 follows real_upstream evidence. AMD is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether AMD's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,Meta,Llama 3.3 70B,2024-12-06,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,OpenAI,SORA,2024-12-09,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini-2.0-Flash-Thinking,2024-12-11,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,OpenAI,o1,2024-12-17,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,OpenAI,o1 Pro,2024-12-17,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,OpenAI,o3; o3 Mini,2024-12-20,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,OpenAI,o3 mini,2025-01-31,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini 2.0 Pro Experimental; Gemini 2.0 Flash,2025-02-05,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini 2.0 Flash-Lite Preview,2025-02-25,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
AMD,AMD,Microsoft,Phi4 Multimodal; Phi4-mini,2025-02-26,business_upstream,1,AMD business_upstream=1 follows real_upstream evidence. AMD is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether AMD's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini 2.0 Flash Experimental,2025-03-12,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Veo 2.0,2025-04-15,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,OpenAI,o3 full,2025-04-16,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
SK Hynix,000660 KS,OpenAI,o4 mini,2025-04-16,business_upstream,1,SK Hynix business_upstream=1 follows real_upstream evidence. SK Hynix is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether SK Hynix's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini 2.5 Pro,2025-05-06,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemma 3n,2025-05-20,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Veo 3; Imagen 4,2025-05-21,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
Broadcom,AVGO,Google,Gemini 2.5 Flash,2025-06-17,business_upstream,1,Broadcom business_upstream=1 follows real_upstream evidence. Broadcom is NOT universal upstream; verify ecosystem role justifies business_upstream classification.,See real_upstream evidence,Verify whether Broadcom's role qualifies as stable ecosystem upstream position.
