year,date_in_ai_timeline,event_order_in_month,text_raw_html,text_plain,special
2025,February 2025,3,"OpenAI unveils <b>Deep Research</b>, a tool for autonomous research, enabling real-time web searches and comprehensive report generation.","OpenAI unveils Deep Research, a tool for autonomous research, enabling real-time web searches and comprehensive report generation.",true
2025,February 2025,4,"Google releases <b>Gemini 2.0 Flash</b>, <b>Gemini 2.0 Flash-Lite Preview</b>, and <b>Gemini 2.0 Pro Experimental</b>.","Google releases Gemini 2.0 Flash, Gemini 2.0 Flash-Lite Preview, and Gemini 2.0 Pro Experimental.",false
2025,February 2025,5,"Alibaba launches <b>QwQ-Max</b> – a reasoning model based on Qwen2.5-Max, offering improved analytical and logical capabilities.","Alibaba launches QwQ-Max – a reasoning model based on Qwen2.5-Max, offering improved analytical and logical capabilities.",false
2025,February 2025,6,"Microsoft presents <b>Phi4-mini</b> and <b>Phi4 Multimodal</b>, lightweight models (3.8B and 5.6B) with enhanced performance, including support for multimodal inputs.","Microsoft presents Phi4-mini and Phi4 Multimodal, lightweight models (3.8B and 5.6B) with enhanced performance, including support for multimodal inputs.",false
2025,February 2025,7,"OpenAI releases <b>GPT-4.5</b>, featuring advanced pattern recognition and significantly reduced hallucinations, improving accuracy and reliability.","OpenAI releases GPT-4.5, featuring advanced pattern recognition and significantly reduced hallucinations, improving accuracy and reliability.",true
2025,March 2025,1,"Google introduced <b>Gemini 2.5 Pro</b>, an experimental ""Thinking model"" with advanced reasoning and planning capabilities, a 1 million token context window, achieving top rankings across several key benchmarks.","Google introduced Gemini 2.5 Pro, an experimental ""Thinking model"" with advanced reasoning and planning capabilities, a 1 million token context window, achieving top rankings across several key benchmarks.",true
2025,March 2025,2,"Google launched the Gemma 3 series, featuring open-source multimodal models in various parameter sizes, a 128K context window, multi-language support, and integrated image and video understanding capabilities.","Google launched the Gemma 3 series, featuring open-source multimodal models in various parameter sizes, a 128K context window, multi-language support, and integrated image and video understanding capabilities.",false
2025,March 2025,3,"OpenAI integrated <b>GPT-4o Image Generation</b>, enabling high-fidelity text-to-image creation, text rendering within images, and more.","OpenAI integrated GPT-4o Image Generation, enabling high-fidelity text-to-image creation, text rendering within images, and more.",true
2025,March 2025,4,"Google expanded experimental image generation and editing within <b>Gemini 2.0 Flash Experimental</b>, enabling image generation and editing, including enhanced text creation capabilities.","Google expanded experimental image generation and editing within Gemini 2.0 Flash Experimental, enabling image generation and editing, including enhanced text creation capabilities.",true
2025,March 2025,5,"Alibaba released <b>QwQ-32B</b>, an open-source 32B parameter reasoning model with exceptional math and coding performance, rivaling much larger models.","Alibaba released QwQ-32B, an open-source 32B parameter reasoning model with exceptional math and coding performance, rivaling much larger models.",false
2025,March 2025,6,"Alibaba released the <b>Qwen2.5-VL 32B</b>, open-source vision-language model with robust capabilities in visual analysis, text-in-image understanding, and visual agent tasks.","Alibaba released the Qwen2.5-VL 32B, open-source vision-language model with robust capabilities in visual analysis, text-in-image understanding, and visual agent tasks.",false
2025,March 2025,7,"DeepSeek updated its open-source MoE model with <b>DeepSeek-V3-0324</b>, featuring enhanced reasoning, coding, and math capabilities, positioning it as a top-tier base model.","DeepSeek updated its open-source MoE model with DeepSeek-V3-0324, featuring enhanced reasoning, coding, and math capabilities, positioning it as a top-tier base model.",false
2025,March 2025,8,"Sesame AI unveiled its <b>Conversational Speech Model (CSM)</b>, enabling remarkably human-like, real-time voice interaction, incorporating emotional nuances, natural pauses, laughter, and contextual memory.","Sesame AI unveiled its Conversational Speech Model (CSM), enabling remarkably human-like, real-time voice interaction, incorporating emotional nuances, natural pauses, laughter, and contextual memory.",true
2025,April 2025,1,Meta releases <b>Llama 4</b> in three sizes with a context window of 10 million tokens and medium performance.,Meta releases Llama 4 in three sizes with a context window of 10 million tokens and medium performance.,false
2025,April 2025,2,"Google launches <b>Gemini 2.5 Flash</b>, with a dynamic reasoning mode that allows tuning the reasoning level or disabling it as needed.","Google launches Gemini 2.5 Flash, with a dynamic reasoning mode that allows tuning the reasoning level or disabling it as needed.",false
2025,April 2025,3,"Amazon introduces <b>Nova Act</b>, a new framework for building multi-step autonomous agents.","Amazon introduces Nova Act, a new framework for building multi-step autonomous agents.",false
2025,April 2025,4,"OpenAI releases <b>GPT-4.1</b> in three sizes, with a context window of 1 million tokens.","OpenAI releases GPT-4.1 in three sizes, with a context window of 1 million tokens.",false
2025,April 2025,5,"OpenAI introduces <b>o3 full</b> and <b>o4 mini</b>, highly advanced models for reasoning, math, and coding.","OpenAI introduces o3 full and o4 mini, highly advanced models for reasoning, math, and coding.",false
2025,April 2025,6,"Midjourney launches <b>v7</b>, with higher image quality and more precise control over style.","Midjourney launches v7, with higher image quality and more precise control over style.",false
2025,April 2025,7,"A series of video model updates - <b>Veo 2.0</b> (Google), <b>Runway Gen-4</b>, <b>Vidu Q1</b>, and <b>Kling 2.0</b> – a leap forward in high-quality video generation, with improvements in response times, realism, and style.","A series of video model updates - Veo 2.0 (Google), Runway Gen-4, Vidu Q1, and Kling 2.0 – a leap forward in high-quality video generation, with improvements in response times, realism, and style.",false
2025,April 2025,8,"Alibaba releases <b>Qwen 3</b> as open source, in various sizes, with very impressive capabilities for their size.","Alibaba releases Qwen 3 as open source, in various sizes, with very impressive capabilities for their size.",true
2025,May 2025,1,"Microsoft launches the <b>Phi-4 reasoning</b> series as open source, small yet high-quality models that incorporate reasoning.","Microsoft launches the Phi-4 reasoning series as open source, small yet high-quality models that incorporate reasoning.",false
2025,May 2025,2,"Suno releases <b>Suno 4.5</b>, fixing shimmer noise and improving audio decay stability in long tracks.","Suno releases Suno 4.5, fixing shimmer noise and improving audio decay stability in long tracks.",false
2025,May 2025,3,"Anthropic releases <b>Claude 4 Opus</b> and <b>Claude Sonnet 4</b>: Opus 4 offers a Hybrid ""Deep Thought"" mode with enhanced long-term context and 7-hour autonomous operation; Sonnet 4 focuses on improved math and coding performance.","Anthropic releases Claude 4 Opus and Claude Sonnet 4: Opus 4 offers a Hybrid ""Deep Thought"" mode with enhanced long-term context and 7-hour autonomous operation; Sonnet 4 focuses on improved math and coding performance.",true
2025,May 2025,4,"Google releases <b>Veo 3</b>, a video generation model for synchronized 4K video with natural audio integration, and <b>Imagen 4</b>, an advanced image model with deeper contextual understanding and artistic style support.","Google releases Veo 3, a video generation model for synchronized 4K video with natural audio integration, and Imagen 4, an advanced image model with deeper contextual understanding and artistic style support.",true
2025,May 2025,5,"OpenAI releases <b>Codex</b>, an autonomous code agent in ChatGPT, powered by the o3 model, for writing code, debugging, testing, and creating GitHub Pull Requests.","OpenAI releases Codex, an autonomous code agent in ChatGPT, powered by the o3 model, for writing code, debugging, testing, and creating GitHub Pull Requests.",false
2025,May 2025,6,"Google releases <b>Jules</b>, an asynchronous autonomous coding agent on Gemini 2.5 Pro, analyzing repositories and creating GitHub Pull Requests.","Google releases Jules, an asynchronous autonomous coding agent on Gemini 2.5 Pro, analyzing repositories and creating GitHub Pull Requests.",false
2025,May 2025,7,"Google releases <b>Gemini 2.5 Pro</b> (Deep Think Mode) and <b>Gemini 2.5 Flash</b>, featuring improved reasoning, native audio support, extended context, and high-frequency task handling.","Google releases Gemini 2.5 Pro (Deep Think Mode) and Gemini 2.5 Flash, featuring improved reasoning, native audio support, extended context, and high-frequency task handling.",false
2025,May 2025,8,"OpenAI updates <b>Operator</b> to use the <b>o3</b> model, achieving SOTA on OSWorld benchmarks and enhancing autonomous browser capabilities.","OpenAI updates Operator to use the o3 model, achieving SOTA on OSWorld benchmarks and enhancing autonomous browser capabilities.",false
2025,May 2025,9,"DeepSeek open-sources <b>R1-0528</b>, a code-and-inference model with near–o4-mini performance and moderate computational needs.","DeepSeek open-sources R1-0528, a code-and-inference model with near–o4-mini performance and moderate computational needs.",false
2025,May 2025,10,"Google DeepMind launches <b>AlphaEvolve</b>, an autonomous code-optimizer using evolutionary strategies with LLMs, achieving SOTA on 75% of math problems and discovering enhanced algorithms 20% of the time.","Google DeepMind launches AlphaEvolve, an autonomous code-optimizer using evolutionary strategies with LLMs, achieving SOTA on 75% of math problems and discovering enhanced algorithms 20% of the time.",true
2025,May 2025,11,"Google releases <b>Gemini Diffusion</b>, an experimental text diffusion model achieving high-speed text generation with enhanced control and creativity via noise refinement.","Google releases Gemini Diffusion, an experimental text diffusion model achieving high-speed text generation with enhanced control and creativity via noise refinement.",true
2025,May 2025,12,"Google introduces <b>Gemma 3n</b>, an open-source generative AI model for on-device use, with an efficient architecture and multi-modal (audio, text, visual) capabilities.","Google introduces Gemma 3n, an open-source generative AI model for on-device use, with an efficient architecture and multi-modal (audio, text, visual) capabilities.",false
2025,June 2025,1,"Google releases <b>Gemini 2.5 Pro</b> (final production-ready version), which leads benchmarks across the board.","Google releases Gemini 2.5 Pro (final production-ready version), which leads benchmarks across the board.",false
2025,June 2025,2,ElevenLabs rolls out <b>Eleven v3 (alpha)</b> TTS with fine grained emotion control and support for 70+ languages.,ElevenLabs rolls out Eleven v3 (alpha) TTS with fine grained emotion control and support for 70+ languages.,false
2025,June 2025,3,"OpenAI debuts <b>o3 pro</b>, an enhanced reasoning model offering extended context and real-time tool integrations.","OpenAI debuts o3 pro, an enhanced reasoning model offering extended context and real-time tool integrations.",false
2025,July 2025,1,"xAI releases <b>Grok 4</b>, achieving a new SOTA of 15.9% on ARC-AGI v2 and 25.4% on Humanity’s Last Exam.","xAI releases Grok 4, achieving a new SOTA of 15.9% on ARC-AGI v2 and 25.4% on Humanity’s Last Exam.",true
2025,July 2025,2,"OpenAI unveils the <b>ChatGPT Agent</b>, embedding autonomous coding, web research and tool use directly within the chat interface.","OpenAI unveils the ChatGPT Agent, embedding autonomous coding, web research and tool use directly within the chat interface.",true
2025,July 2025,3,An experimental OpenAI model secures a <b>gold medal</b> at IMO 2025 without any external tools.,An experimental OpenAI model secures a gold medal at IMO 2025 without any external tools.,true
2025,July 2025,4,"Google introduces <b>Gemini Deep Think</b>, which also earns an IMO 2025 gold by solving five of six problems with parallel reasoning.","Google introduces Gemini Deep Think, which also earns an IMO 2025 gold by solving five of six problems with parallel reasoning.",true
2025,July 2025,5,"Alibaba open-sources two variants, <b>Qwen3-235B-A22B-Instruct-2507</b> (instruction-tuned) and <b>Qwen3-Coder</b>, for general LLM use and automated code generation.","Alibaba open-sources two variants, Qwen3-235B-A22B-Instruct-2507 (instruction-tuned) and Qwen3-Coder, for general LLM use and automated code generation.",false
2025,July 2025,6,"Moonshot AI debuts <b>Kimi K2</b>, a Chinese LLM praised for its open-research focus and robust performance.","Moonshot AI debuts Kimi K2, a Chinese LLM praised for its open-research focus and robust performance.",false
2025,July 2025,7,"Chinese startup Zhipu open-sources <b>GLM-4.5</b>, a 130 B-parameter model tailored for intelligent-agent applications.","Chinese startup Zhipu open-sources GLM-4.5, a 130 B-parameter model tailored for intelligent-agent applications.",false
2025,August 2025,1,"Google introduced <b>Gemini 2.5 Deep Think</b>, a special ""extended thinking"" mode for solving complex problems and exploring alternatives.","Google introduced Gemini 2.5 Deep Think, a special ""extended thinking"" mode for solving complex problems and exploring alternatives.",true
2025,August 2025,2,"Anthropic released <b>Claude Opus 4.1</b>, an upgrade focused on improving agentic capabilities and real-world coding.","Anthropic released Claude Opus 4.1, an upgrade focused on improving agentic capabilities and real-world coding.",false
2025,August 2025,3,"Google DeepMind announced <b>Genie 3.0</b>, a ""world model"" for creating interactive 3D environments from text, maintaining consistency for several minutes.","Google DeepMind announced Genie 3.0, a ""world model"" for creating interactive 3D environments from text, maintaining consistency for several minutes.",true
2025,August 2025,4,"OpenAI released <b>gpt-oss-120b</b> and <b>gpt-oss-20b</b>, a family of open-source models with high reasoning capabilities, optimized to run on accessible hardware.","OpenAI released gpt-oss-120b and gpt-oss-20b, a family of open-source models with high reasoning capabilities, optimized to run on accessible hardware.",false
2025,August 2025,5,"OpenAI launched <b>GPT-5</b>, the company's next-generation model, with significant improvements in coding and a dynamic ""thinking"" mode to reduce hallucinations.","OpenAI launched GPT-5, the company's next-generation model, with significant improvements in coding and a dynamic ""thinking"" mode to reduce hallucinations.",false
2025,August 2025,6,"DeepSeek released <b>DeepSeek V3.1</b>, a hybrid model combining fast and slow ""thinking"" modes to improve performance in agentic tasks and tool use.","DeepSeek released DeepSeek V3.1, a hybrid model combining fast and slow ""thinking"" modes to improve performance in agentic tasks and tool use.",false
2025,August 2025,7,"Google launched a preview of <b>Gemini 2.5 Flash Image</b> (showcased as *nano-banana*), an advanced model for precise image editing, merging, and maintaining character consistency.","Google launched a preview of Gemini 2.5 Flash Image (showcased as *nano-banana*), an advanced model for precise image editing, merging, and maintaining character consistency.",true
2025,September 2025,1,"ByteDance released <b>Seedream 4.0</b>, a next-generation image model unifying high-quality text-to-image generation and natural-language image editing.","ByteDance released Seedream 4.0, a next-generation image model unifying high-quality text-to-image generation and natural-language image editing.",false
2025,September 2025,2,"An advanced Gemini variant, reported as <b>Gemini 2.5 - Deep Think</b>, achieved gold-medal-level performance at the ICPC World Finals programming contest.","An advanced Gemini variant, reported as Gemini 2.5 - Deep Think, achieved gold-medal-level performance at the ICPC World Finals programming contest.",true
2025,September 2025,3,OpenAI reported a reasoning and code model achieved a perfect score (12/12) in ICPC testing.,OpenAI reported a reasoning and code model achieved a perfect score (12/12) in ICPC testing.,true
2025,September 2025,4,"Suno released <b>Suno v5</b>, an upgrade in music generation with studio-grade fidelity and more natural-sounding vocals.","Suno released Suno v5, an upgrade in music generation with studio-grade fidelity and more natural-sounding vocals.",false
2025,September 2025,5,"Alibaba unveiled <b>Qwen-3-Max</b>, its flagship model with over a trillion parameters, focusing on long context and agent capabilities.","Alibaba unveiled Qwen-3-Max, its flagship model with over a trillion parameters, focusing on long context and agent capabilities.",false
2025,September 2025,6,"<b>Wan 2.5</b> was released, a generative video model focused on multi-shot consistency and character animation.","Wan 2.5 was released, a generative video model focused on multi-shot consistency and character animation.",false
2025,September 2025,7,"Anthropic announced <b>Claude Sonnet 4.5</b>, a model optimized for coding, agent construction, and improved reasoning.","Anthropic announced Claude Sonnet 4.5, a model optimized for coding, agent construction, and improved reasoning.",false
2025,September 2025,8,"OpenAI released <b>Sora 2</b>, a flagship video and audio generation model with improved physical modeling and synchronized sound.","OpenAI released Sora 2, a flagship video and audio generation model with improved physical modeling and synchronized sound.",false
2025,September 2025,9,DeepSeek released <b>DeepSeek-V3.2-Exp</b>,DeepSeek released DeepSeek-V3.2-Exp,false
2025,September 2025,10,OpenAI and NVIDIA announced a strategic partnership for NVIDIA to supply at least <b>10 gigawatts</b> of AI systems for OpenAI's infrastructure.,OpenAI and NVIDIA announced a strategic partnership for NVIDIA to supply at least 10 gigawatts of AI systems for OpenAI's infrastructure.,true
2025,October 2025,1,"Figure unveiled <b>Figure 03</b>, a humanoid robot designed for domestic and general-purpose tasks.","Figure unveiled Figure 03, a humanoid robot designed for domestic and general-purpose tasks.",false
2025,October 2025,2,"Google released a <b>Gemini model for computer control</b>, achieving state-of-the-art (SOTA) performance in GUI automation.","Google released a Gemini model for computer control, achieving state-of-the-art (SOTA) performance in GUI automation.",false
2025,October 2025,3,"Anthropic released <b>Claude 4.5 Haiku</b>, a fast, cost-effective model for high-volume, low-latency applications.","Anthropic released Claude 4.5 Haiku, a fast, cost-effective model for high-volume, low-latency applications.",false
2025,October 2025,4,"OpenAI announced <b>ChatGPT Atlas</b>, an AI-native web browser with a built-in ""Agent Mode"" for task automation.","OpenAI announced ChatGPT Atlas, an AI-native web browser with a built-in ""Agent Mode"" for task automation.",false
2025,October 2025,5,"1X announced <b>Neo</b>, a humanoid robot marketed as the first consumer-ready model for home use.","1X announced Neo, a humanoid robot marketed as the first consumer-ready model for home use.",true
2025,November 2025,1,"Moonshot AI released <b>Kimi K2 Thinking</b>, an open model setting new records in reasoning benchmarks.","Moonshot AI released Kimi K2 Thinking, an open model setting new records in reasoning benchmarks.",false
2025,November 2025,2,"OpenAI launched <b>GPT 5.1</b>, featuring specialized ""Thinking"" and ""Instant"" modes with expanded context.","OpenAI launched GPT 5.1, featuring specialized ""Thinking"" and ""Instant"" modes with expanded context.",false
2025,November 2025,3,"xAI released <b>Grok 4.1</b>, combining high EQ with strong logic to top the LM Arena leaderboard.","xAI released Grok 4.1, combining high EQ with strong logic to top the LM Arena leaderboard.",false
2025,November 2025,4,"Google debuted <b>Gemini 3.0</b>, a flagship ""thinking"" model that claimed the top spot on major benchmarks.","Google debuted Gemini 3.0, a flagship ""thinking"" model that claimed the top spot on major benchmarks.",false
2025,November 2025,5,"OpenAI introduced <b>GPT 5.1 Codex Max</b>, an agentic model built specifically for long-term coding tasks.","OpenAI introduced GPT 5.1 Codex Max, an agentic model built specifically for long-term coding tasks.",false
2025,November 2025,6,"Google released <b>Nano Banana Pro</b>, a superior image generation and editing model based on Gemini 3.","Google released Nano Banana Pro, a superior image generation and editing model based on Gemini 3.",true
2025,November 2025,7,"Anthropic announced <b>Claude Opus 4.5</b>, delivering elite coding and agentic performance at a significantly reduced price.","Anthropic announced Claude Opus 4.5, delivering elite coding and agentic performance at a significantly reduced price.",true
2025,November 2025,8,"Black Forest Labs launched <b>FLUX 2</b>, a high-performance open-weight image generation model.","Black Forest Labs launched FLUX 2, a high-performance open-weight image generation model.",false
2025,November 2025,9,"DeepSeek released <b>DeepSeekMath-V2</b> as open source, achieving gold-medal performance in math olympiads.","DeepSeek released DeepSeekMath-V2 as open source, achieving gold-medal performance in math olympiads.",true
2025,November 2025,10,"Microsoft open-sourced <b>Fara-7B</b>, a small model optimized for browser agents and computer control.","Microsoft open-sourced Fara-7B, a small model optimized for browser agents and computer control.",false
2025,November 2025,11,"<b>Poetiq</b> shatters the <b>ARC-AGI-2</b> benchmark with a score of over 60%, surpassing the human average.","Poetiq shatters the ARC-AGI-2 benchmark with a score of over 60%, surpassing the human average.",false
2025,December 2025,1,"Mistral AI launches the <b>Mistral 3</b> family (Large & Ministral) alongside <b>Mistral OCR 3</b> and the <b>Devstral 2</b> coding series, reinforcing its open-weight leadership with advanced agentic workflows and Vibe CLI integration.","Mistral AI launches the Mistral 3 family (Large & Ministral) alongside Mistral OCR 3 and the Devstral 2 coding series, reinforcing its open-weight leadership with advanced agentic workflows and Vibe CLI integration.",false
2025,December 2025,2,"OpenAI releases <b>GPT-5.2</b>, featuring the autonomous <b>Codex</b> agent for complex engineering tasks, and <b>GPT-Image 1.5</b>, which claims the #1 spot on vision benchmarks, outperforming Nano Banana Pro.","OpenAI releases GPT-5.2, featuring the autonomous Codex agent for complex engineering tasks, and GPT-Image 1.5, which claims the #1 spot on vision benchmarks, outperforming Nano Banana Pro.",false
2025,December 2025,3,"Google introduces <b>Gemini 3.0 Flash</b>, setting a new standard for price-performance, and deploys <b>Deep Research</b>, an autonomous agent capable of multi-step synthesis, alongside <b>Gemini 2.5 Flash Audio</b>.","Google introduces Gemini 3.0 Flash, setting a new standard for price-performance, and deploys Deep Research, an autonomous agent capable of multi-step synthesis, alongside Gemini 2.5 Flash Audio.",true
2025,December 2025,4,"Amazon unveils the <b>Nova 2</b> series, highlighted by <b>Nova 2 Sonic</b>, a native speech-to-speech model delivering ultra-low latency and natural conversation flow.","Amazon unveils the Nova 2 series, highlighted by Nova 2 Sonic, a native speech-to-speech model delivering ultra-low latency and natural conversation flow.",false
2025,December 2025,5,"Runway releases <b>Gen-4.5</b>, a video generation model that rises to the top of industry leaderboards for motion consistency and prompt adherence.","Runway releases Gen-4.5, a video generation model that rises to the top of industry leaderboards for motion consistency and prompt adherence.",false
2025,December 2025,6,"xAI launches the <b>Grok Voice Agent API</b>, enabling native, real-time bidirectional audio streaming for developers.","xAI launches the Grok Voice Agent API, enabling native, real-time bidirectional audio streaming for developers.",false
2025,December 2025,7,"Zhipu AI releases <b>GLM-4.7</b>, an open-weights model that reaches the top of global coding and reasoning leaderboards.","Zhipu AI releases GLM-4.7, an open-weights model that reaches the top of global coding and reasoning leaderboards.",false
2025,December 2025,8,"Alibaba open-sources <b>Z-Image-Turbo</b>, a highly efficient 6B model, and releases <b>Qwen-Image-2512</b>, which specializes in high-fidelity typography and complex visual compositions.","Alibaba open-sources Z-Image-Turbo, a highly efficient 6B model, and releases Qwen-Image-2512, which specializes in high-fidelity typography and complex visual compositions.",false
2025,December 2025,9,"MiniMax releases <b>MiniMax-M2.1</b>, a 200k-context MoE model that rises to the top of web development and coding leaderboards, establishing itself as a leading open model for developers.","MiniMax releases MiniMax-M2.1, a 200k-context MoE model that rises to the top of web development and coding leaderboards, establishing itself as a leading open model for developers.",false
2025,December 2025,10,"A specialized system by <b>Poetiq</b>, powered by GPT-5.2, reportedly solves the <b>ARC-2</b> benchmark, marking a major breakthrough in abstract reasoning.","A specialized system by Poetiq, powered by GPT-5.2, reportedly solves the ARC-2 benchmark, marking a major breakthrough in abstract reasoning.",true
2026,January 2026,1,<b>AxiomProver</b> solves all 12 problems from the 2025 Putnam exam using formal Lean proofs.,AxiomProver solves all 12 problems from the 2025 Putnam exam using formal Lean proofs.,true
2026,January 2026,2,"Anthropic launches <b>Claude Cowork</b>, a research preview for delegating knowledge-work tasks across documents, spreadsheets, and presentations.","Anthropic launches Claude Cowork, a research preview for delegating knowledge-work tasks across documents, spreadsheets, and presentations.",true
2026,January 2026,3,"Moonshot AI releases <b>Kimi K2.5</b>, an upgraded model focused on stronger reasoning, coding, and agentic workflows.","Moonshot AI releases Kimi K2.5, an upgraded model focused on stronger reasoning, coding, and agentic workflows.",false
2026,January 2026,4,"xAI launches <b>Imagine Video</b>, a video generation model in Grok that quickly rises to the top of public leaderboards.","xAI launches Imagine Video, a video generation model in Grok that quickly rises to the top of public leaderboards.",false
2026,January 2026,5,"<b>Moltbook</b>, a social platform where AI agents post and reply to each other, becomes a viral online phenomenon.","Moltbook, a social platform where AI agents post and reply to each other, becomes a viral online phenomenon.",false
2026,February 2026,1,"Anthropic releases <b>Claude Opus 4.6</b> and <b>Claude Sonnet 4.6</b>, adding a 1M-token context window in beta and making the updated Sonnet model the default across Claude and Cowork.","Anthropic releases Claude Opus 4.6 and Claude Sonnet 4.6, adding a 1M-token context window in beta and making the updated Sonnet model the default across Claude and Cowork.",true
2026,February 2026,2,"OpenAI introduces <b>GPT-5.3-Codex</b> and <b>GPT-5.3-Codex-Spark</b>, upgraded coding models for long-running and real-time development work.","OpenAI introduces GPT-5.3-Codex and GPT-5.3-Codex-Spark, upgraded coding models for long-running and real-time development work.",false
2026,February 2026,3,"Google launches <b>Gemini 3 Deep Think</b>, a specialized reasoning mode that reaches 84.6% on <b>ARC-AGI-2</b>.","Google launches Gemini 3 Deep Think, a specialized reasoning mode that reaches 84.6% on ARC-AGI-2.",true
2026,February 2026,4,"ByteDance releases <b>Seedance 2.0</b>, an upgraded video generation model with stronger motion quality and multimodal control.","ByteDance releases Seedance 2.0, an upgraded video generation model with stronger motion quality and multimodal control.",false
2026,February 2026,5,"Zhipu AI launches <b>GLM-5</b>, a new flagship model built for stronger reasoning, tool use, and agentic tasks.","Zhipu AI launches GLM-5, a new flagship model built for stronger reasoning, tool use, and agentic tasks.",false
2026,February 2026,6,"xAI releases <b>Grok 4.20</b>, an updated flagship model with improved reasoning and chat performance.","xAI releases Grok 4.20, an updated flagship model with improved reasoning and chat performance.",false
2026,February 2026,7,"OpenAI adds <b>gpt-audio-1.5</b>, an upgraded speech model for audio input and spoken responses.","OpenAI adds gpt-audio-1.5, an upgraded speech model for audio input and spoken responses.",false
2026,February 2026,8,"Google launches <b>Nano Banana 2</b>, a Gemini 3.1 Flash-based image model that matches Nano Banana Pro quality at lower latency.","Google launches Nano Banana 2, a Gemini 3.1 Flash-based image model that matches Nano Banana Pro quality at lower latency.",false
2026,March 2026,1,"OpenAI releases <b>GPT-5.3 Instant</b>, a faster general-purpose GPT-5.3 variant for latency-sensitive tasks.","OpenAI releases GPT-5.3 Instant, a faster general-purpose GPT-5.3 variant for latency-sensitive tasks.",false
2026,March 2026,2,"OpenAI launches <b>GPT-5.4</b> alongside <b>GPT-5.4 mini</b> and <b>GPT-5.4 nano</b>, expanding the GPT-5.4 family across flagship and lightweight tiers.","OpenAI launches GPT-5.4 alongside GPT-5.4 mini and GPT-5.4 nano, expanding the GPT-5.4 family across flagship and lightweight tiers.",false
2026,March 2026,3,"Mistral AI releases <b>Mistral Small 4</b>, a multimodal open model that unifies reasoning, coding, and vision capabilities.","Mistral AI releases Mistral Small 4, a multimodal open model that unifies reasoning, coding, and vision capabilities.",false
2026,March 2026,4,"Suno launches <b>Suno v5.5</b>, adding Voices, Custom Models, and My Taste for more personalized music creation.","Suno launches Suno v5.5, adding Voices, Custom Models, and My Taste for more personalized music creation.",false
