"event_id","model_names","representative_aa_name","model_modalities","is_cross_modality_release","is_model_family","is_multimodal","is_reasoning_model","is_coding_model","is_media_generation_model","is_open_weight_or_open_source","is_chinese_model","notes","coder","coded_at"
"AIT-2025-12-006","Grok Voice Agent API","Grok Voice Agent","speech-to-speech","0","0","0","0","0","1","0","0","代表模型为 Grok Voice Agent，AA 模态为 speech-to-speech；事件包含媒体生成模态。","B","2026-07-03"
"AIT-2025-12-007","GLM-4.7","GLM-4.7 (Reasoning)","language","0","0","0","1","0","0","1","1","代表模型为 GLM-4.7 (Reasoning)，AA 模态为 language；名称或事件文本指向推理模型；事件含开放权重或开源主要模型；发布方属于中国模型生态。","B","2026-07-03"
"AIT-2025-12-009","MiniMax-M2.1","MiniMax-M2.1","language","0","0","0","0","1","0","1","1","代表模型为 MiniMax-M2.1，AA 模态为 language；代表模型主打代码或软件工程任务；事件含开放权重或开源主要模型；发布方属于中国模型生态。","B","2026-07-03"
"AIT-2026-01-003","Kimi K2.5","Kimi K2.5 (Reasoning)","language","0","0","0","1","0","0","0","1","Kimi K2.5 名称和代表记录显示推理属性，事件文本未说明开放权重，开放权重按 0。","B","2026-07-03"
"AIT-2026-01-004","Imagine Video","grok-imagine-video","text-to-video","0","0","0","0","0","1","0","0","代表模型为 grok-imagine-video，AA 模态为 text-to-video；事件包含媒体生成模态。","B","2026-07-03"
"AIT-2026-02-001","Claude Opus 4.6; Claude Sonnet 4.6","Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)","language","0","1","1","1","0","0","0","0","代表模型为 Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)，AA 模态为 language；同事件含同系列多规格或多档变体；代表模型支持多模态输入或输出；名称或事件文本指向推理模型。","B","2026-07-03"
"AIT-2026-02-002","GPT-5.3-Codex","GPT-5.3 Codex (xhigh)","language","0","0","0","1","1","0","0","0","代表模型为 GPT-5.3 Codex (xhigh)，AA 模态为 language；名称或事件文本指向推理模型；代表模型主打代码或软件工程任务。","B","2026-07-03"
"AIT-2026-02-005","GLM-5","GLM-5 (Reasoning)","language","0","0","0","1","0","0","1","1","代表模型为 GLM-5 (Reasoning)，AA 模态为 language；名称或事件文本指向推理模型；事件含开放权重或开源主要模型；发布方属于中国模型生态。","B","2026-07-03"
"AIT-2026-02-006","Grok 4.20","Grok 4.20 0309 v2 (Reasoning)","language","0","0","1","1","0","0","0","0","代表模型为 Grok 4.20 0309 v2 (Reasoning)，AA 模态为 language；代表模型支持多模态输入或输出；名称或事件文本指向推理模型。","B","2026-07-03"
"AIT-2026-02-008","Nano Banana 2","Nano Banana 2 (Gemini 3.1 Flash Image Preview)","text-to-image","0","0","0","0","0","1","0","0","代表模型为 Nano Banana 2 (Gemini 3.1 Flash Image Preview)，AA 模态为 text-to-image；事件包含媒体生成模态。","B","2026-07-03"
"AIT-2026-03-002","GPT-5.4; GPT-5.4 mini; GPT-5.4 nano","GPT-5.4 (xhigh)","language","0","1","1","1","0","0","0","0","代表模型为 GPT-5.4 (xhigh)，AA 模态为 language；同事件含同系列多规格或多档变体；代表模型支持多模态输入或输出；名称或事件文本指向推理模型。","B","2026-07-03"
"AIT-2026-03-003","Mistral Small 4","Mistral Small 4 (Reasoning)","language","0","0","1","1","0","0","1","0","代表模型为 Mistral Small 4 (Reasoning)，AA 模态为 language；代表模型支持多模态输入或输出；名称或事件文本指向推理模型；事件含开放权重或开源主要模型。","B","2026-07-03"
"AIT-2026-03-004","Suno v5.5","Suno V5.5","music-instrumental","0","0","0","0","0","1","0","0","代表模型为 Suno V5.5，AA 模态为 music-instrumental；事件包含媒体生成模态。","B","2026-07-03"
