firm,firm_ticker,model_company,model,event_date,relationship,value,evidence_text,source_name,source_url,source_date,before_event_date,confidence,notes
Fujitsu,6702 JP,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of 富士通 supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Fujitsu,6702 JP,Google,Imagen 3,2024-05-14,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Fujitsu is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Fujitsu,6702 JP,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of 富士通 integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Fujitsu,6702 JP,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of 富士通 developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
Thomson Reuters,TRI,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that Thomson Reuters owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Thomson Reuters,TRI,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of Thomson Reuters making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Thomson Reuters,TRI,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of Thomson Reuters providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Thomson Reuters,TRI,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Thomson Reuters is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Thomson Reuters is not a designated business_upstream firm.
Thomson Reuters,TRI,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of Thomson Reuters supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Thomson Reuters,TRI,Google,Imagen 3,2024-05-14,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Thomson Reuters is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Thomson Reuters,TRI,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of Thomson Reuters integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Thomson Reuters,TRI,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of Thomson Reuters developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
NEC,6701 JP,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that NEC owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
NEC,6701 JP,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of NEC making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
NEC,6701 JP,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of NEC providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
NEC,6701 JP,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] NEC is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,NEC is not a designated business_upstream firm.
NEC,6701 JP,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of NEC supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
NEC,6701 JP,Google,Imagen 3,2024-05-14,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: NEC is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
NEC,6701 JP,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of NEC integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
NEC,6701 JP,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of NEC developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
Baidu,BIDU,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that Baidu owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Baidu,BIDU,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of Baidu making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Baidu,BIDU,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of Baidu providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Baidu,BIDU,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Baidu is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Baidu is not a designated business_upstream firm.
Baidu,BIDU,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of Baidu supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Baidu,BIDU,Google,Imagen 3,2024-05-14,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Baidu is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Baidu,BIDU,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of Baidu integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Baidu,BIDU,Google,Imagen 3,2024-05-14,competitor,1,Baidu launched ERNIE Bot as a directly competing foundation model/AI platform versus Google models.,Baidu Official,https://ir.baidu.com/news-releases/news-release-details/baidu-launches-ernie-bot,2023-03-16,yes,high,
Datadog,DDOG,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that Datadog owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Datadog,DDOG,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of Datadog making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Datadog,DDOG,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of Datadog providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Datadog,DDOG,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Datadog is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Datadog is not a designated business_upstream firm.
Datadog,DDOG,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of Datadog supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Datadog,DDOG,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Datadog is NOT classified as business_downstream under the narrowed definition. Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core business does not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for review.,Researcher Convention,N/A,N/A,N/A,low,BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. Review whether core business qualifies. Previous value=1.
Datadog,DDOG,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of Datadog integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Datadog,DDOG,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of Datadog developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
Panasonic,6954 JP,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that 松下 owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Panasonic,6954 JP,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of 松下 making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Panasonic,6954 JP,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of 松下 providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Panasonic,6954 JP,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Panasonic is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Panasonic is not a designated business_upstream firm.
Panasonic,6954 JP,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of 松下 supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Panasonic,6954 JP,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Panasonic is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Panasonic,6954 JP,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of 松下 integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Panasonic,6954 JP,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of 松下 developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
Workday,WDAY,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that Workday owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Workday,WDAY,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of Workday making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Workday,WDAY,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of Workday providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Workday,WDAY,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Workday is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Workday is not a designated business_upstream firm.
Workday,WDAY,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of Workday supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Workday,WDAY,Google,Imagen 3,2024-05-14,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Workday is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Workday,WDAY,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of Workday integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from downstream] 
Workday,WDAY,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of Workday developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
Ericsson,ERIC,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that Ericsson owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Ericsson,ERIC,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of Ericsson making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Ericsson,ERIC,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of Ericsson providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Ericsson,ERIC,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Ericsson is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Ericsson is not a designated business_upstream firm.
Ericsson,ERIC,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of Ericsson supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Ericsson,ERIC,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Ericsson is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Ericsson,ERIC,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of Ericsson integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Ericsson,ERIC,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of Ericsson developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
CareCloud,CRWV,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that CareCloud owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
CareCloud,CRWV,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of CareCloud making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
CareCloud,CRWV,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of CareCloud providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
CareCloud,CRWV,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] CareCloud is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,CareCloud is not a designated business_upstream firm.
CareCloud,CRWV,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of CareCloud supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
CareCloud,CRWV,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: CareCloud is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
CareCloud,CRWV,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of CareCloud integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
CareCloud,CRWV,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of CareCloud developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
Teradata,TDC,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that Teradata owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Teradata,TDC,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of Teradata making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Teradata,TDC,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of Teradata providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Teradata,TDC,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Teradata is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Teradata is not a designated business_upstream firm.
Teradata,TDC,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of Teradata supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Teradata,TDC,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Teradata is NOT classified as business_downstream under the narrowed definition. Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core business does not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for review.,Researcher Convention,N/A,N/A,N/A,low,BORDERLINE FIRM: Teradata defaulted to business_downstream=0 under narrowed definition. Review whether core business qualifies. Previous value=1.
Teradata,TDC,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of Teradata integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Teradata,TDC,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of Teradata developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
GE HealthCare,GEHC,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that GE HealthCare owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
GE HealthCare,GEHC,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of GE HealthCare making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
GE HealthCare,GEHC,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of GE HealthCare providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
GE HealthCare,GEHC,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] GE HealthCare is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,GE HealthCare is not a designated business_upstream firm.
GE HealthCare,GEHC,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of GE HealthCare supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
GE HealthCare,GEHC,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: GE HealthCare is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
GE HealthCare,GEHC,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of GE HealthCare integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
GE HealthCare,GEHC,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of GE HealthCare developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
Tietoevry,TIETO FH,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that Tietoevry owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Tietoevry,TIETO FH,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of Tietoevry making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Tietoevry,TIETO FH,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of Tietoevry providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Tietoevry,TIETO FH,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Tietoevry is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Tietoevry is not a designated business_upstream firm.
Tietoevry,TIETO FH,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of Tietoevry supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Tietoevry,TIETO FH,Google,Imagen 3,2024-05-14,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Tietoevry is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Tietoevry,TIETO FH,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of Tietoevry integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Tietoevry,TIETO FH,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of Tietoevry developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
Experian,EXPN LN,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that Experian owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Experian,EXPN LN,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of Experian making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Experian,EXPN LN,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of Experian providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Experian,EXPN LN,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Experian is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Experian is not a designated business_upstream firm.
Experian,EXPN LN,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of Experian supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Experian,EXPN LN,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Experian is NOT classified as business_downstream under the narrowed definition. Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core business does not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for review.,Researcher Convention,N/A,N/A,N/A,low,BORDERLINE FIRM: Experian defaulted to business_downstream=0 under narrowed definition. Review whether core business qualifies. Previous value=1.
Experian,EXPN LN,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of Experian integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Experian,EXPN LN,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of Experian developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
Zscaler,ZS,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that Zscaler owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
Zscaler,ZS,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of Zscaler making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
Zscaler,ZS,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of Zscaler providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
Zscaler,ZS,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] Zscaler is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Zscaler is not a designated business_upstream firm.
Zscaler,ZS,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of Zscaler supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Zscaler,ZS,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Zscaler is NOT classified as business_downstream under the narrowed definition. Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core business does not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for review.,Researcher Convention,N/A,N/A,N/A,low,BORDERLINE FIRM: Zscaler defaulted to business_downstream=0 under narrowed definition. Review whether core business qualifies. Previous value=1.
Zscaler,ZS,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of Zscaler integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Zscaler,ZS,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of Zscaler developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
CyberArk,CYBR,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that CyberArk owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
CyberArk,CYBR,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of CyberArk making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
CyberArk,CYBR,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of CyberArk providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
CyberArk,CYBR,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] CyberArk is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,CyberArk is not a designated business_upstream firm.
CyberArk,CYBR,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of CyberArk supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
CyberArk,CYBR,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: CyberArk is NOT classified as business_downstream under the narrowed definition. Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core business does not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for review.,Researcher Convention,N/A,N/A,N/A,low,BORDERLINE FIRM: CyberArk defaulted to business_downstream=0 under narrowed definition. Review whether core business qualifies. Previous value=1.
CyberArk,CYBR,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of CyberArk integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
CyberArk,CYBR,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of CyberArk developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
StoneCo,STNE,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that StoneCo owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
StoneCo,STNE,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of StoneCo making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
StoneCo,STNE,Google,Imagen 3,2024-05-14,cloud,0,No public evidence found of StoneCo providing cloud/infrastructure services to Google before event date,N/A,N/A,N/A,N/A,high,
StoneCo,STNE,Google,Imagen 3,2024-05-14,business_upstream,0,[BUSINESS POSITION] StoneCo is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,StoneCo is not a designated business_upstream firm.
StoneCo,STNE,Google,Imagen 3,2024-05-14,real_upstream,0,"No public evidence found of StoneCo supplying key upstream inputs (GPUs, chips, infrastructure) to Google before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
StoneCo,STNE,Google,Imagen 3,2024-05-14,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: StoneCo is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
StoneCo,STNE,Google,Imagen 3,2024-05-14,real_downstream,0,"No public evidence found of StoneCo integrating, using, or distributing Google models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
StoneCo,STNE,Google,Imagen 3,2024-05-14,competitor,0,No public evidence found of StoneCo developing or offering directly competing foundation models or AI platforms vs Google before event date,N/A,N/A,N/A,N/A,high,
UiPath,PATH,Google,Imagen 3,2024-05-14,owner,0,"No public evidence found that UiPath owns, controls, or directly develops Google or its models before event date",N/A,N/A,N/A,N/A,high,
UiPath,PATH,Google,Imagen 3,2024-05-14,investor,0,No public evidence found of UiPath making equity investment in Google before event date,N/A,N/A,N/A,N/A,high,
