event_id,year,month,month_num,event_order,event_text,raw_html,bold_entities,event_type,inferred_creator,is_special,source
AIT-2024-10-014,2024,October,10,100,"OpenAI has launched Search GPT , allowing users to perform web searches directly within the platform.","OpenAI has launched <b>Search GPT</b>, allowing users to perform web searches directly within the platform.",Search GPT,product,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2024-11-001,2024,November,11,101,"Alibaba released its new model, QwQ 32B Preview , which integrates reasoning capabilities before responding. The model competes with, and sometimes surpasses, OpenAI's o1-preview model.","Alibaba released its new model, <b>QwQ 32B Preview</b>, which integrates reasoning capabilities before responding. The model competes with, and sometimes surpasses, OpenAI's o1-preview model.",QwQ 32B Preview,model,Alibaba,False,AI Timeline _data/timeline.yml
AIT-2024-11-002,2024,November,11,102,"Alibaba opensourced the model Qwen2.5 Coder 32B , which offers comparable capabilities to leading proprietary language models in the coding domain.","Alibaba opensourced the model <b>Qwen2.5 Coder 32B</b>, which offers comparable capabilities to leading proprietary language models in the coding domain.",Qwen2.5 Coder 32B,model,Alibaba,False,AI Timeline _data/timeline.yml
AIT-2024-11-003,2024,November,11,103,"DeepSeek unveiled its new AI model, DeepSeek-R1-Lite-Preview , which incorporates reasoning capabilities and delivers impressive performance on the AIME and MATH benchmarks, matching the level of OpenAI's o1-preview.","DeepSeek unveiled its new AI model, <b>DeepSeek-R1-Lite-Preview</b>, which incorporates reasoning capabilities and delivers impressive performance on the AIME and MATH benchmarks, matching the level of OpenAI's o1-preview.",DeepSeek-R1-Lite-Preview,model,DeepSeek,False,AI Timeline _data/timeline.yml
AIT-2024-11-004,2024,November,11,104,"Suno upgraded its AIpowered music generator to v4 , introducing new features and performance improvements.","<b>Suno</b> upgraded its AIpowered music generator to <b>v4</b>, introducing new features and performance improvements.",Suno; v4,model,Suno,False,AI Timeline _data/timeline.yml
AIT-2024-11-005,2024,November,11,105,"Mistral AI launched the Pixtral Large model, a multimodal language model excelling in image recognition and advanced performance metrics, and an update to Mistral Large, 2411.","Mistral AI launched the <b>Pixtral Large</b> model, a multimodal language model excelling in image recognition and advanced performance metrics, and an update to Mistral Large, 2411.",Pixtral Large,model,Mistral,False,AI Timeline _data/timeline.yml
AIT-2024-11-006,2024,November,11,106,"Google introduced two experimental models, gemini-exp-1114 and gemini-exp-1121 , currently leading the arena chatbot with enhanced performance.","Google introduced two experimental models, <b>gemini-exp-1114</b> and <b>gemini-exp-1121</b>, currently leading the arena chatbot with enhanced performance.",gemini-exp-1114; gemini-exp-1121,model,Google,False,AI Timeline _data/timeline.yml
AIT-2024-11-007,2024,November,11,107,Anthropic launches Claude 3.5 Haiku and Visual PDF Analysis in Claude.,Anthropic launches <b>Claude 3.5 Haiku</b> and Visual PDF Analysis in Claude.,Claude 3.5 Haiku,model,Anthropic,False,AI Timeline _data/timeline.yml
AIT-2024-12-001,2024,December,12,108,"Amazon introduced a new series of models called NOVA , designed for text, image, and video processing.","Amazon introduced a new series of models called <b>NOVA</b>, designed for text, image, and video processing.",NOVA,model,Amazon,False,AI Timeline _data/timeline.yml
AIT-2024-12-002,2024,December,12,109,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o .","OpenAI released <b>SORA</b>, a video generation model, along with the full version of <b>o1</b> and <b>o1 Pro</b> for advanced subscribers. Additionally, the company launched a live video mode for <b>GPT 4o</b>.",SORA; o1; o1 Pro; GPT 4o,model,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2024-12-003,2024,December,12,110,"Google unveiled the experimental model Gemini-Exp-1206 , which ranked first in the chatbot leaderboard.","Google unveiled the experimental model <b>Gemini-Exp-1206</b>, which ranked first in the chatbot leaderboard.",Gemini-Exp-1206,model,Google,False,AI Timeline _data/timeline.yml
AIT-2024-12-004,2024,December,12,111,"Google launched Gemini 2.0 Flash in beta. This model leads benchmarks and outperforms the previous version, Gemini Pro 1.5 . Additionally, Google introduced live speech and video mode and announced built-in image generation capabilities within the model.","Google launched <b>Gemini 2.0 Flash</b> in beta. This model leads benchmarks and outperforms the previous version, <b>Gemini Pro 1.5</b>. Additionally, Google introduced live speech and video mode and announced built-in image generation capabilities within the model.",Gemini 2.0 Flash; Gemini Pro 1.5,model,Google,True,AI Timeline _data/timeline.yml
AIT-2024-12-005,2024,December,12,112,"Google revealed Gemini-2.0-Flash-Thinking , a thinking model based on Gemini 2.0 Flash , which secured second place in the chatbot leaderboard.","Google revealed <b>Gemini-2.0-Flash-Thinking</b>, a thinking model based on <b>Gemini 2.0 Flash</b>, which secured second place in the chatbot leaderboard.",Gemini-2.0-Flash-Thinking; Gemini 2.0 Flash,model,Google,True,AI Timeline _data/timeline.yml
AIT-2024-12-006,2024,December,12,113,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism.","Google introduced <b>Veo 2</b>, a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed <b>SORA</b> in human evaluations. Additionally, Google updated <b>Imagen 3</b>, offering enhanced image quality and realism.",Veo 2; SORA; Imagen 3,model,Google,True,AI Timeline _data/timeline.yml
AIT-2024-12-007,2024,December,12,114,"xAI integrated Aurora , a new model for generating high-quality and realistic images.","xAI integrated <b>Aurora</b>, a new model for generating high-quality and realistic images.",Aurora,model,xAI,False,AI Timeline _data/timeline.yml
AIT-2024-12-008,2024,December,12,115,"Microsoft open-sourced the Phi4 model, sized at 14B, showcasing impressive capabilities for its size.","Microsoft open-sourced the <b>Phi4</b> model, sized at 14B, showcasing impressive capabilities for its size.",Phi4,model,Microsoft,False,AI Timeline _data/timeline.yml
AIT-2024-12-009,2024,December,12,116,"Meta released Llama 3.3 70B , a model offering performance comparable to Llama 3.1 405B .","Meta released <b>Llama 3.3 70B</b>, a model offering performance comparable to <b>Llama 3.1 405B</b>.",Llama 3.3 70B; Llama 3.1 405B,model,Meta,False,AI Timeline _data/timeline.yml
AIT-2024-12-010,2024,December,12,117,"Google launched a multi-modal open-source model called PaliGemma 2 , integrated with existing Gemma models.","Google launched a multi-modal open-source model called <b>PaliGemma 2</b>, integrated with existing <b>Gemma</b> models.",PaliGemma 2; Gemma,model,Google,False,AI Timeline _data/timeline.yml
AIT-2024-12-011,2024,December,12,118,"Pika Labs released 2.0 , the latest version of its AI-powered video generator.","Pika Labs released <b>2.0</b>, the latest version of its AI-powered video generator.",2.0,model,Pika,False,AI Timeline _data/timeline.yml
AIT-2024-12-012,2024,December,12,119,"Meta introduced Apollo , a video generation model available in three different sizes.","Meta introduced <b>Apollo</b>, a video generation model available in three different sizes.",Apollo,model,Meta,False,AI Timeline _data/timeline.yml
AIT-2024-12-013,2024,December,12,120,"Deepseek open-sourced Deepseek V3 , a model with 671B parameters that surpasses closed-source SOTA models across several benchmarks.","Deepseek open-sourced <b>Deepseek V3</b>, a model with 671B parameters that surpasses closed-source SOTA models across several benchmarks.",Deepseek V3,model,DeepSeek,True,AI Timeline _data/timeline.yml
AIT-2024-12-014,2024,December,12,121,"Alibaba unveiled QVQ-72B-Preview , a cutting-edge thinking model capable of analyzing images, featuring SOTA-level performance.","Alibaba unveiled <b>QVQ-72B-Preview</b>, a cutting-edge thinking model capable of analyzing images, featuring SOTA-level performance.",QVQ-72B-Preview,model,Alibaba,True,AI Timeline _data/timeline.yml
AIT-2024-12-015,2024,December,12,122,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency.","OpenAI announced <b>o3</b>, a groundbreaking AI model achieving 87.5% in the <b>ARC-AGI</b> benchmark, 25.2% in the <b>Frontier Math Benchmark</b> (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, <b>o3 Mini</b>, is expected in January 2025, with performance similar to <b>o1</b>, alongside improved speed and efficiency.",o3; ARC-AGI; Frontier Math Benchmark; o3 Mini; o1,model,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2024-12-016,2024,December,12,123,"The video generation model Kling 1.6 was released, offering significant performance enhancements.","The video generation model <b>Kling 1.6</b> was released, offering significant performance enhancements.",Kling 1.6,model,Kling,False,AI Timeline _data/timeline.yml
AIT-2025-01-001,2025,January,1,124,OpenAI released Operator for Pro subscribers – an experimental AI agent capable of browsing websites and performing actions.,OpenAI released <b>Operator</b> for Pro subscribers – an experimental AI agent capable of browsing websites and performing actions.,Operator,product,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2025-01-002,2025,January,1,125,"Google introduced Gemini Flash Thinking 0121 , an enhanced reasoning model that secured the top spot in the Arena Chatbots rankings.","Google introduced <b>Gemini Flash Thinking 0121</b>, an enhanced reasoning model that secured the top spot in the Arena Chatbots rankings.",Gemini Flash Thinking 0121,model,Google,False,AI Timeline _data/timeline.yml
AIT-2025-01-003,2025,January,1,126,"DeepSeek open-sourced the reasoning models R1 and R1-Zero , which demonstrated capabilities similar to o1 across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size.","DeepSeek open-sourced the reasoning models <b>R1</b> and <b>R1-Zero</b>, which demonstrated capabilities similar to <b>o1</b> across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size.",R1; R1-Zero; o1,model,DeepSeek,True,AI Timeline _data/timeline.yml
AIT-2025-01-004,2025,January,1,127,"Google published a research paper on a new language model architecture called Titans , designed to enable models to retain both short- and long-term memory. This architecture significantly improves processing for extended context windows.","Google published a research paper on a new language model architecture called <b>Titans</b>, designed to enable models to retain both short- and long-term memory. This architecture significantly improves processing for extended context windows.",Titans,model,Google,True,AI Timeline _data/timeline.yml
AIT-2025-01-005,2025,January,1,128,"DeepSeek open-sourced a fully multimodal model, Janus Pro 7B , which supports both text and image generation.","DeepSeek open-sourced a fully multimodal model, <b>Janus Pro 7B</b>, which supports both text and image generation.",Janus Pro 7B,model,DeepSeek,False,AI Timeline _data/timeline.yml
AIT-2025-01-006,2025,January,1,129,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes.","Alibaba unveiled <b>Qwen2.5-Max</b>, a large language model that surpasses several leading models, including <b>DeepSeek-V3</b>, <b>GPT-4o</b>, and <b>Claude 3.5</b>. Additionally, the <b>Qwen2.5-1M</b> series was open-sourced, capable of processing up to one million tokens, along with the <b>Qwen2.5-VL</b> vision model series in three different sizes.",Qwen2.5-Max; DeepSeek-V3; GPT-4o; Claude 3.5; Qwen2.5-1M; Qwen2.5-VL,model,DeepSeek,False,AI Timeline _data/timeline.yml
AIT-2025-01-007,2025,January,1,130,"OpenAI made the o3 mini reasoning model available to all users, including the free tier, featuring three reasoning levels. The model matches or comes close to o1 in several benchmarks, significantly surpasses it in coding, and remains significantly faster and more cost-efficient.","OpenAI made the <b>o3 mini</b> reasoning model available to all users, including the free tier, featuring three reasoning levels. The model matches or comes close to o1 in several benchmarks, significantly surpasses it in coding, and remains significantly faster and more cost-efficient.",o3 mini,model,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2025-02-001,2025,February 2025,2,131,"xAI launches Grok 3 , Grok 3 Reasoning and Grok 3 mini , next-generation AI models trained with 10 times the computing power of Grok 2, significantly improving SOTA performance. They include ""Think"" and ""Big Brain"" modes for advanced reasoning, as well as DeepSearch for autonomous web searches.","xAI launches <b>Grok 3</b>, <b>Grok 3 Reasoning</b> and <b>Grok 3 mini</b>, next-generation AI models trained with 10 times the computing power of Grok 2, significantly improving SOTA performance. They include ""Think"" and ""Big Brain"" modes for advanced reasoning, as well as <b>DeepSearch</b> for autonomous web searches.",Grok 3; Grok 3 Reasoning; Grok 3 mini; DeepSearch,mixed,xAI,True,AI Timeline _data/timeline.yml
AIT-2025-02-002,2025,February 2025,2,132,"Anthropic introduces Claude 3.7 and Claude 3.7 Thinking , a new model with enhanced coding performance, support for ""Extended Thinking"" mode, and the ability to analyze reasoning processes.","Anthropic introduces <b>Claude 3.7</b> and <b>Claude 3.7 Thinking</b>, a new model with enhanced coding performance, support for ""Extended Thinking"" mode, and the ability to analyze reasoning processes.",Claude 3.7; Claude 3.7 Thinking,model,Anthropic,True,AI Timeline _data/timeline.yml
AIT-2025-02-003,2025,February 2025,2,133,"OpenAI unveils Deep Research , a tool for autonomous research, enabling real-time web searches and comprehensive report generation.","OpenAI unveils <b>Deep Research</b>, a tool for autonomous research, enabling real-time web searches and comprehensive report generation.",Deep Research,product,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2025-02-004,2025,February 2025,2,134,"Google releases Gemini 2.0 Flash , Gemini 2.0 Flash-Lite Preview , and Gemini 2.0 Pro Experimental .","Google releases <b>Gemini 2.0 Flash</b>, <b>Gemini 2.0 Flash-Lite Preview</b>, and <b>Gemini 2.0 Pro Experimental</b>.",Gemini 2.0 Flash; Gemini 2.0 Flash-Lite Preview; Gemini 2.0 Pro Experimental,model,Google,False,AI Timeline _data/timeline.yml
AIT-2025-02-005,2025,February 2025,2,135,"Alibaba launches QwQ-Max – a reasoning model based on Qwen2.5-Max, offering improved analytical and logical capabilities.","Alibaba launches <b>QwQ-Max</b> – a reasoning model based on Qwen2.5-Max, offering improved analytical and logical capabilities.",QwQ-Max,model,Alibaba,False,AI Timeline _data/timeline.yml
AIT-2025-02-006,2025,February 2025,2,136,"Microsoft presents Phi4-mini and Phi4 Multimodal , lightweight models (3.8B and 5.6B) with enhanced performance, including support for multimodal inputs.","Microsoft presents <b>Phi4-mini</b> and <b>Phi4 Multimodal</b>, lightweight models (3.8B and 5.6B) with enhanced performance, including support for multimodal inputs.",Phi4-mini; Phi4 Multimodal,model,Microsoft,False,AI Timeline _data/timeline.yml
AIT-2025-02-007,2025,February 2025,2,137,"OpenAI releases GPT-4.5 , featuring advanced pattern recognition and significantly reduced hallucinations, improving accuracy and reliability.","OpenAI releases <b>GPT-4.5</b>, featuring advanced pattern recognition and significantly reduced hallucinations, improving accuracy and reliability.",GPT-4.5,model,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2025-03-001,2025,March 2025,3,138,"Google introduced Gemini 2.5 Pro , an experimental ""Thinking model"" with advanced reasoning and planning capabilities, a 1 million token context window, achieving top rankings across several key benchmarks.","Google introduced <b>Gemini 2.5 Pro</b>, an experimental ""Thinking model"" with advanced reasoning and planning capabilities, a 1 million token context window, achieving top rankings across several key benchmarks.",Gemini 2.5 Pro,model,Google,True,AI Timeline _data/timeline.yml
AIT-2025-03-002,2025,March 2025,3,139,"Google launched the Gemma 3 series, featuring open-source multimodal models in various parameter sizes, a 128K context window, multi-language support, and integrated image and video understanding capabilities.","Google launched the Gemma 3 series, featuring open-source multimodal models in various parameter sizes, a 128K context window, multi-language support, and integrated image and video understanding capabilities.",,model_context_without_bold_entity,Google,False,AI Timeline _data/timeline.yml
AIT-2025-03-003,2025,March 2025,3,140,"OpenAI integrated GPT-4o Image Generation , enabling high-fidelity text-to-image creation, text rendering within images, and more.","OpenAI integrated <b>GPT-4o Image Generation</b>, enabling high-fidelity text-to-image creation, text rendering within images, and more.",GPT-4o Image Generation,model,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2025-03-004,2025,March 2025,3,141,"Google expanded experimental image generation and editing within Gemini 2.0 Flash Experimental , enabling image generation and editing, including enhanced text creation capabilities.","Google expanded experimental image generation and editing within <b>Gemini 2.0 Flash Experimental</b>, enabling image generation and editing, including enhanced text creation capabilities.",Gemini 2.0 Flash Experimental,model,Google,True,AI Timeline _data/timeline.yml
AIT-2025-03-005,2025,March 2025,3,142,"Alibaba released QwQ-32B , an open-source 32B parameter reasoning model with exceptional math and coding performance, rivaling much larger models.","Alibaba released <b>QwQ-32B</b>, an open-source 32B parameter reasoning model with exceptional math and coding performance, rivaling much larger models.",QwQ-32B,model,Alibaba,False,AI Timeline _data/timeline.yml
AIT-2025-03-006,2025,March 2025,3,143,"Alibaba released the Qwen2.5-VL 32B , open-source vision-language model with robust capabilities in visual analysis, text-in-image understanding, and visual agent tasks.","Alibaba released the <b>Qwen2.5-VL 32B</b>, open-source vision-language model with robust capabilities in visual analysis, text-in-image understanding, and visual agent tasks.",Qwen2.5-VL 32B,model,Alibaba,False,AI Timeline _data/timeline.yml
AIT-2025-03-007,2025,March 2025,3,144,"DeepSeek updated its open-source MoE model with DeepSeek-V3-0324 , featuring enhanced reasoning, coding, and math capabilities, positioning it as a top-tier base model.","DeepSeek updated its open-source MoE model with <b>DeepSeek-V3-0324</b>, featuring enhanced reasoning, coding, and math capabilities, positioning it as a top-tier base model.",DeepSeek-V3-0324,model,DeepSeek,False,AI Timeline _data/timeline.yml
AIT-2025-03-008,2025,March 2025,3,145,"Sesame AI unveiled its Conversational Speech Model (CSM) , enabling remarkably human-like, real-time voice interaction, incorporating emotional nuances, natural pauses, laughter, and contextual memory.","Sesame AI unveiled its <b>Conversational Speech Model (CSM)</b>, enabling remarkably human-like, real-time voice interaction, incorporating emotional nuances, natural pauses, laughter, and contextual memory.",Conversational Speech Model (CSM),model,,True,AI Timeline _data/timeline.yml
AIT-2025-04-001,2025,April 2025,4,146,Meta releases Llama 4 in three sizes with a context window of 10 million tokens and medium performance.,Meta releases <b>Llama 4</b> in three sizes with a context window of 10 million tokens and medium performance.,Llama 4,model,Meta,False,AI Timeline _data/timeline.yml
AIT-2025-04-002,2025,April 2025,4,147,"Google launches Gemini 2.5 Flash , with a dynamic reasoning mode that allows tuning the reasoning level or disabling it as needed.","Google launches <b>Gemini 2.5 Flash</b>, with a dynamic reasoning mode that allows tuning the reasoning level or disabling it as needed.",Gemini 2.5 Flash,model,Google,False,AI Timeline _data/timeline.yml
AIT-2025-04-003,2025,April 2025,4,148,"Amazon introduces Nova Act , a new framework for building multi-step autonomous agents.","Amazon introduces <b>Nova Act</b>, a new framework for building multi-step autonomous agents.",Nova Act,product,Amazon,False,AI Timeline _data/timeline.yml
AIT-2025-04-004,2025,April 2025,4,149,"OpenAI releases GPT-4.1 in three sizes, with a context window of 1 million tokens.","OpenAI releases <b>GPT-4.1</b> in three sizes, with a context window of 1 million tokens.",GPT-4.1,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-04-005,2025,April 2025,4,150,"OpenAI introduces o3 full and o4 mini , highly advanced models for reasoning, math, and coding.","OpenAI introduces <b>o3 full</b> and <b>o4 mini</b>, highly advanced models for reasoning, math, and coding.",o3 full; o4 mini,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-04-006,2025,April 2025,4,151,"Midjourney launches v7 , with higher image quality and more precise control over style.","Midjourney launches <b>v7</b>, with higher image quality and more precise control over style.",v7,model,Midjourney,False,AI Timeline _data/timeline.yml
AIT-2025-04-007,2025,April 2025,4,152,"A series of video model updates - Veo 2.0 (Google), Runway Gen-4 , Vidu Q1 , and Kling 2.0 – a leap forward in high-quality video generation, with improvements in response times, realism, and style.","A series of video model updates - <b>Veo 2.0</b> (Google), <b>Runway Gen-4</b>, <b>Vidu Q1</b>, and <b>Kling 2.0</b> – a leap forward in high-quality video generation, with improvements in response times, realism, and style.",Veo 2.0; Runway Gen-4; Vidu Q1; Kling 2.0,model,Google,False,AI Timeline _data/timeline.yml
AIT-2025-04-008,2025,April 2025,4,153,"Alibaba releases Qwen 3 as open source, in various sizes, with very impressive capabilities for their size.","Alibaba releases <b>Qwen 3</b> as open source, in various sizes, with very impressive capabilities for their size.",Qwen 3,model,Alibaba,True,AI Timeline _data/timeline.yml
AIT-2025-05-001,2025,May 2025,5,154,"Microsoft launches the Phi-4 reasoning series as open source, small yet high-quality models that incorporate reasoning.","Microsoft launches the <b>Phi-4 reasoning</b> series as open source, small yet high-quality models that incorporate reasoning.",Phi-4 reasoning,model,Microsoft,False,AI Timeline _data/timeline.yml
AIT-2025-05-002,2025,May 2025,5,155,"Suno releases Suno 4.5 , fixing shimmer noise and improving audio decay stability in long tracks.","Suno releases <b>Suno 4.5</b>, fixing shimmer noise and improving audio decay stability in long tracks.",Suno 4.5,model,Suno,False,AI Timeline _data/timeline.yml
AIT-2025-05-003,2025,May 2025,5,156,"Anthropic releases Claude 4 Opus and Claude Sonnet 4 : Opus 4 offers a Hybrid ""Deep Thought"" mode with enhanced long-term context and 7-hour autonomous operation; Sonnet 4 focuses on improved math and coding performance.","Anthropic releases <b>Claude 4 Opus</b> and <b>Claude Sonnet 4</b>: Opus 4 offers a Hybrid ""Deep Thought"" mode with enhanced long-term context and 7-hour autonomous operation; Sonnet 4 focuses on improved math and coding performance.",Claude 4 Opus; Claude Sonnet 4,model,Anthropic,True,AI Timeline _data/timeline.yml
AIT-2025-05-004,2025,May 2025,5,157,"Google releases Veo 3 , a video generation model for synchronized 4K video with natural audio integration, and Imagen 4 , an advanced image model with deeper contextual understanding and artistic style support.","Google releases <b>Veo 3</b>, a video generation model for synchronized 4K video with natural audio integration, and <b>Imagen 4</b>, an advanced image model with deeper contextual understanding and artistic style support.",Veo 3; Imagen 4,model,Google,True,AI Timeline _data/timeline.yml
AIT-2025-05-005,2025,May 2025,5,158,"OpenAI releases Codex , an autonomous code agent in ChatGPT, powered by the o3 model, for writing code, debugging, testing, and creating GitHub Pull Requests.","OpenAI releases <b>Codex</b>, an autonomous code agent in ChatGPT, powered by the o3 model, for writing code, debugging, testing, and creating GitHub Pull Requests.",Codex,product,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-05-006,2025,May 2025,5,159,"Google releases Jules , an asynchronous autonomous coding agent on Gemini 2.5 Pro, analyzing repositories and creating GitHub Pull Requests.","Google releases <b>Jules</b>, an asynchronous autonomous coding agent on Gemini 2.5 Pro, analyzing repositories and creating GitHub Pull Requests.",Jules,product,Google,False,AI Timeline _data/timeline.yml
AIT-2025-05-007,2025,May 2025,5,160,"Google releases Gemini 2.5 Pro (Deep Think Mode) and Gemini 2.5 Flash , featuring improved reasoning, native audio support, extended context, and high-frequency task handling.","Google releases <b>Gemini 2.5 Pro</b> (Deep Think Mode) and <b>Gemini 2.5 Flash</b>, featuring improved reasoning, native audio support, extended context, and high-frequency task handling.",Gemini 2.5 Pro; Gemini 2.5 Flash,model,Google,False,AI Timeline _data/timeline.yml
AIT-2025-05-008,2025,May 2025,5,161,"OpenAI updates Operator to use the o3 model, achieving SOTA on OSWorld benchmarks and enhancing autonomous browser capabilities.","OpenAI updates <b>Operator</b> to use the <b>o3</b> model, achieving SOTA on OSWorld benchmarks and enhancing autonomous browser capabilities.",Operator; o3,mixed,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-05-009,2025,May 2025,5,162,"DeepSeek open-sources R1-0528 , a code-and-inference model with near–o4-mini performance and moderate computational needs.","DeepSeek open-sources <b>R1-0528</b>, a code-and-inference model with near–o4-mini performance and moderate computational needs.",R1-0528,model,DeepSeek,False,AI Timeline _data/timeline.yml
AIT-2025-05-010,2025,May 2025,5,163,"Google DeepMind launches AlphaEvolve , an autonomous code-optimizer using evolutionary strategies with LLMs, achieving SOTA on 75% of math problems and discovering enhanced algorithms 20% of the time.","Google DeepMind launches <b>AlphaEvolve</b>, an autonomous code-optimizer using evolutionary strategies with LLMs, achieving SOTA on 75% of math problems and discovering enhanced algorithms 20% of the time.",AlphaEvolve,product,Google,True,AI Timeline _data/timeline.yml
AIT-2025-05-011,2025,May 2025,5,164,"Google releases Gemini Diffusion , an experimental text diffusion model achieving high-speed text generation with enhanced control and creativity via noise refinement.","Google releases <b>Gemini Diffusion</b>, an experimental text diffusion model achieving high-speed text generation with enhanced control and creativity via noise refinement.",Gemini Diffusion,model,Google,True,AI Timeline _data/timeline.yml
AIT-2025-05-012,2025,May 2025,5,165,"Google introduces Gemma 3n , an open-source generative AI model for on-device use, with an efficient architecture and multi-modal (audio, text, visual) capabilities.","Google introduces <b>Gemma 3n</b>, an open-source generative AI model for on-device use, with an efficient architecture and multi-modal (audio, text, visual) capabilities.",Gemma 3n,model,Google,False,AI Timeline _data/timeline.yml
AIT-2025-06-001,2025,June 2025,6,166,"Google releases Gemini 2.5 Pro (final production-ready version), which leads benchmarks across the board.","Google releases <b>Gemini 2.5 Pro</b> (final production-ready version), which leads benchmarks across the board.",Gemini 2.5 Pro,model,Google,False,AI Timeline _data/timeline.yml
AIT-2025-06-002,2025,June 2025,6,167,ElevenLabs rolls out Eleven v3 (alpha) TTS with fine grained emotion control and support for 70+ languages.,ElevenLabs rolls out <b>Eleven v3 (alpha)</b> TTS with fine grained emotion control and support for 70+ languages.,Eleven v3 (alpha),model,,False,AI Timeline _data/timeline.yml
AIT-2025-06-003,2025,June 2025,6,168,"OpenAI debuts o3 pro , an enhanced reasoning model offering extended context and real-time tool integrations.","OpenAI debuts <b>o3 pro</b>, an enhanced reasoning model offering extended context and real-time tool integrations.",o3 pro,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-07-001,2025,July 2025,7,169,"xAI releases Grok 4 , achieving a new SOTA of 15.9% on ARC-AGI v2 and 25.4% on Humanity’s Last Exam.","xAI releases <b>Grok 4</b>, achieving a new SOTA of 15.9% on ARC-AGI v2 and 25.4% on Humanity’s Last Exam.",Grok 4,model,xAI,True,AI Timeline _data/timeline.yml
AIT-2025-07-002,2025,July 2025,7,170,"OpenAI unveils the ChatGPT Agent , embedding autonomous coding, web research and tool use directly within the chat interface.","OpenAI unveils the <b>ChatGPT Agent</b>, embedding autonomous coding, web research and tool use directly within the chat interface.",ChatGPT Agent,product,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2025-07-003,2025,July 2025,7,171,An experimental OpenAI model secures a gold medal at IMO 2025 without any external tools.,An experimental OpenAI model secures a <b>gold medal</b> at IMO 2025 without any external tools.,gold medal,model_context_without_bold_entity,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2025-07-004,2025,July 2025,7,172,"Google introduces Gemini Deep Think , which also earns an IMO 2025 gold by solving five of six problems with parallel reasoning.","Google introduces <b>Gemini Deep Think</b>, which also earns an IMO 2025 gold by solving five of six problems with parallel reasoning.",Gemini Deep Think,model,Google,True,AI Timeline _data/timeline.yml
AIT-2025-07-005,2025,July 2025,7,173,"Alibaba open-sources two variants, Qwen3-235B-A22B-Instruct-2507 (instruction-tuned) and Qwen3-Coder , for general LLM use and automated code generation.","Alibaba open-sources two variants, <b>Qwen3-235B-A22B-Instruct-2507</b> (instruction-tuned) and <b>Qwen3-Coder</b>, for general LLM use and automated code generation.",Qwen3-235B-A22B-Instruct-2507; Qwen3-Coder,model,Alibaba,False,AI Timeline _data/timeline.yml
AIT-2025-07-006,2025,July 2025,7,174,"Moonshot AI debuts Kimi K2 , a Chinese LLM praised for its open-research focus and robust performance.","Moonshot AI debuts <b>Kimi K2</b>, a Chinese LLM praised for its open-research focus and robust performance.",Kimi K2,model,,False,AI Timeline _data/timeline.yml
AIT-2025-07-007,2025,July 2025,7,175,"Chinese startup Zhipu open-sources GLM-4.5 , a 130 B-parameter model tailored for intelligent-agent applications.","Chinese startup Zhipu open-sources <b>GLM-4.5</b>, a 130 B-parameter model tailored for intelligent-agent applications.",GLM-4.5,model,,False,AI Timeline _data/timeline.yml
AIT-2025-08-001,2025,August 2025,8,176,"Google introduced Gemini 2.5 Deep Think , a special ""extended thinking"" mode for solving complex problems and exploring alternatives.","Google introduced <b>Gemini 2.5 Deep Think</b>, a special ""extended thinking"" mode for solving complex problems and exploring alternatives.",Gemini 2.5 Deep Think,model,Google,True,AI Timeline _data/timeline.yml
