entity_id,entity_name,event_id,algorithmic_level,algorithmic_aa_name,action,final_aa_name,reason
AIT-2025-12-001-E02,Mistral OCR 3,AIT-2025-12-001,medium,Mistral Large 3,unmatched,,AA 未收录 OCR 专用模型
AIT-2025-12-003-E01,Gemini 3.0 Flash,AIT-2025-12-003,exact_or_near_exact,Gemini 3.5 Flash (minimal),redirect,Gemini 3 Flash Preview (Reasoning),AA 有同月记录（3.0≡3）
AIT-2025-12-003-E03,Gemini 2.5 Flash Audio,AIT-2025-12-003,exact_or_near_exact,Gemini 2.5 Flash (Non-reasoning),redirect,Gemini 2.5 Flash Native Audio Preview (Dec 2025),AA 有同月的 Native Audio 记录
AIT-2025-12-004-E01-R1,Nova 2,AIT-2025-12-004,exact_or_near_exact,Nova 2.0 Lite (Non-reasoning),redirect,Nova 2.0 Omni (medium),Nova 2 家族发布，AA 收录 Omni/Pro Preview（2025-11），家族全收
AIT-2025-12-004-E01-R2,Nova 2,AIT-2025-12-004,exact_or_near_exact,Nova 2.0 Lite (Non-reasoning),redirect,Nova 2.0 Pro Preview (medium),Nova 2 家族发布，AA 收录 Omni/Pro Preview（2025-11），家族全收
AIT-2025-12-008-E02,Qwen-Image-2512,AIT-2025-12-008,exact_or_near_exact,Qwen Image Max 2512,confirm,Qwen Image Max 2512,AA 仅收录 Max 档，同版本算 match
AIT-2026-01-002-E01,Claude Cowork,AIT-2026-01-002,medium,Claude 2.0,unmatched,,产品发布，非新模型
AIT-2026-01-004-E01,Imagine Video,AIT-2026-01-004,exact_or_near_exact,grok-imagine-video,confirm,grok-imagine-video,grok-imagine-video 同月（2026-01）记录
AIT-2026-02-002-E02,GPT-5.3-Codex-Spark,AIT-2026-02-002,exact_or_near_exact,GPT-5.3 Codex (xhigh),unmatched,,Spark 为独立变体，AA 仅有基础 GPT-5.3 Codex
AIT-2026-02-007-E01,gpt-audio-1.5,AIT-2026-02-007,high,GPT-5.1 (high),unmatched,,音频模型，AA 未收录
AIT-2026-03-001-E01,GPT-5.3 Instant,AIT-2026-03-001,exact_or_near_exact,GPT-5.5 Instant (May 2026),unmatched,,AA 未收录 GPT-5.3 Instant（仅有 5.3 Codex）
AIT-2024-02-003-E01,Gemini Pro 1.5,AIT-2024-02-003,exact_or_near_exact,Gemini 1.5 Pro (Sep '24),rule:snapshot_or_canonical,Gemini 1.5 Pro (May '24),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2024-05-001-E01,GPT-4o model,AIT-2024-05-001,exact_or_near_exact,GPT-4o (Aug '24),rule:snapshot_or_canonical,GPT-4o (May '24),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2024-05-002-E01,Gemini Flash 1.5 model,AIT-2024-05-002,exact_or_near_exact,Gemini 1.5 Flash (Sep '24),rule:snapshot_or_canonical,Gemini 1.5 Flash (May '24),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2024-06-005-E01,Claude Sonnet 3.5,AIT-2024-06-005,exact_or_near_exact,Claude 3.5 Sonnet (Oct '24),rule:snapshot_or_canonical,Claude 3.5 Sonnet (June '24),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2024-07-007-E01,Mistral Large 2,AIT-2024-07-007,exact_or_near_exact,Mistral Large 2 (Nov '24),rule:snapshot_or_canonical,Mistral Large 2 (Jul '24),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2025-02-004-E01,Gemini 2.0 Flash,AIT-2025-02-004,exact_or_near_exact,Gemini 2.0 Flash (experimental),rule:snapshot_or_canonical,Gemini 2.0 Flash (Feb '25),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2025-04-002-E01,Gemini 2.5 Flash,AIT-2025-04-002,exact_or_near_exact,Gemini 2.5 Flash (Non-reasoning),rule:snapshot_or_canonical,Gemini 2.5 Flash (Reasoning),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2025-05-003-E02,Claude Sonnet 4,AIT-2025-05-003,exact_or_near_exact,Claude 4 Sonnet (Non-reasoning),rule:snapshot_or_canonical,Claude 4 Sonnet (Reasoning),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2025-08-002-E01,Claude Opus 4.1,AIT-2025-08-002,exact_or_near_exact,Claude 4.1 Opus (Non-reasoning),rule:snapshot_or_canonical,Claude 4.1 Opus (Reasoning),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2025-08-006-E01,DeepSeek V3.1,AIT-2025-08-006,exact_or_near_exact,DeepSeek V3.1 (Non-reasoning),rule:snapshot_or_canonical,DeepSeek V3.1 (Reasoning),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2025-09-009-E01,DeepSeek-V3.2-Exp,AIT-2025-09-009,exact_or_near_exact,DeepSeek V3.2 Exp (Non-reasoning),rule:snapshot_or_canonical,DeepSeek V3.2 Exp (Reasoning),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2025-10-003-E01,Claude 4.5 Haiku,AIT-2025-10-003,exact_or_near_exact,Claude 4.5 Haiku (Non-reasoning),rule:snapshot_or_canonical,Claude 4.5 Haiku (Reasoning),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2025-11-007-E01,Claude Opus 4.5,AIT-2025-11-007,exact_or_near_exact,Claude Opus 4.5 (Non-reasoning),rule:snapshot_or_canonical,Claude Opus 4.5 (Reasoning),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2026-03-002-E01,GPT-5.4,AIT-2026-03-002,exact_or_near_exact,GPT-5.4 (Non-reasoning),rule:snapshot_or_canonical,GPT-5.4 (xhigh),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
AIT-2026-03-002-E02,GPT-5.4 mini,AIT-2026-03-002,exact_or_near_exact,GPT-5.4 mini (medium),rule:snapshot_or_canonical,GPT-5.4 mini (xhigh),同基名多记录，按事件月就近快照与 Reasoning/最高 effort 口径规则自动选择
