final_event_id,event_name,creator,company_id,dimension,coder_a,coder_b,confidence_a,confidence_b,audit_note
FMR-0020,o3 family announcement,OpenAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0023,o3 mini,OpenAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0033,o3 full,OpenAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0034,o4 mini,OpenAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0046,gpt-oss family,OpenAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0054,GPT-5.2,OpenAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0057,GPT-5.3-Codex,OpenAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0060,GPT-5.4 family,OpenAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0030,Runway Gen-4,Runway,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0035,Vidu Q1,ShengShu Technology,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0004,Stable Diffusion 3,Stability AI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0045,GLM-4.5,Zhipu AI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0006,Grok 2,xAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
FMR-0025,Grok 3 family,xAI,WRD,downstream_deployer,0,1,L,L,低置信度 R4 边界。codebook 表中列为 L，A 按保守全 0，B 按 inclusive L=1。保守 H/M 样本中该差异消失。
